State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,season trim,season nombot,crop nombot,number randonnn
Telangana ,KHAMMAM,2008,Rabi       ,Onion,8,180,Rabi,2,3,0.609277675
Karnataka,UTTAR KANNAD,2003,Whole Year ,Coconut ,6224,29601,Whole Year,3,3,0.702890439
Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Cotton(lint),1834,4445,Kharif,1,3,0.958740553
Assam,TINSUKIA,2004,Whole Year ,Dry chillies,145,88,Whole Year,3,3,0.022169941
Assam,DIMA HASAO,2014,Kharif     ,Mesta,4,19,Kharif,1,3,0.707299599
Madhya Pradesh,SHAJAPUR,2004,Kharif     ,Rice,480,280,Kharif,1,1,0.120149062
Assam,HAILAKANDI,2000,Whole Year ,Banana,1000,12410,Whole Year,3,3,0.617819723
Odisha,CUTTACK,2007,Summer     ,Wheat,144,202.3,Summer,3,3,0.886681627
Madhya Pradesh,INDORE,2008,Kharif     ,Urad,261,78,Kharif,1,3,0.393749525
Madhya Pradesh,DEWAS,2001,Rabi       ,Gram,76877,80611,Rabi,2,3,0.835352103
Odisha,CUTTACK,2000,Whole Year ,Coriander,920,450,Whole Year,3,3,0.651963193
Arunachal Pradesh,LOWER SUBANSIRI,1997,Kharif     ,Rice,21064,19900,Kharif,1,1,0.852692862
Karnataka,BANGALORE RURAL,2014,Summer     ,Onion,6,29,Summer,3,3,0.636647805
Odisha,DEOGARH,2004,Winter     ,Urad,14,2.2,Winter,3,3,0.131771436
Uttar Pradesh,KUSHI NAGAR,2008,Rabi       ,Masoor,3184,2219,Rabi,2,3,0.558361868
Telangana ,KARIMNAGAR,2006,Rabi       ,Onion,340,8448,Rabi,2,3,0.831282771
Uttar Pradesh,AMROHA,2011,Kharif     ,Dry chillies,102,85,Kharif,1,3,0.290570574
Bihar,NAWADA,2005,Summer     ,Moong(Green Gram),951,545,Summer,3,3,0.022147401
Madhya Pradesh,RAJGARH,2004,Whole Year ,Sweet potato,154,946,Whole Year,3,3,0.872806215
Karnataka,HASSAN,2008,Kharif     ,Arhar/Tur,1757,614,Kharif,1,3,0.262773696
Karnataka,CHAMARAJANAGAR,2013,Kharif     ,Urad,4524,1878,Kharif,1,3,0.45609676
Nagaland,MON,2010,Rabi       ,Wheat,410,670,Rabi,2,3,0.334461249
Maharashtra,HINGOLI,2008,Kharif     ,Cotton(lint),105700,185300,Kharif,1,3,0.289481942
Assam,KARIMGANJ,2012,Whole Year ,Coconut ,717,2185,Whole Year,3,3,0.593067624
Tamil Nadu,THENI,2009,Whole Year ,Groundnut,1864,4095,Whole Year,3,3,0.471069594
Rajasthan,JHALAWAR,2000,Rabi       ,Wheat,45144,86361,Rabi,2,3,0.349511677
Assam,CHIRANG,2010,Rabi       ,Arecanut,2588,2496,Rabi,2,3,0.57167727
Telangana ,KARIMNAGAR,2001,Whole Year ,Sugarcane,2106,180779,Whole Year,3,3,0.88776646
Punjab,PATIALA,2012,Rabi       ,Rapeseed &Mustard,1000,1400,Rabi,2,3,0.236429101
Madhya Pradesh,SAGAR,1997,Kharif     ,Small millets,1700,400,Kharif,1,3,0.804924966
Bihar,MADHEPURA,2013,Rabi       ,Rapeseed &Mustard,2255,2650,Rabi,2,3,0.842746232
Uttar Pradesh,HATHRAS,2013,Rabi       ,Potato,46616,1247164,Rabi,2,3,0.617243011
Uttar Pradesh,MAHARAJGANJ,2007,Kharif     ,Dry ginger,1,2,Kharif,1,3,0.906242991
Assam,NAGAON,2009,Kharif     ,Maize,415,278,Kharif,1,2,0.83873928
Karnataka,YADGIR,2014,Kharif     ,Jowar,490,441,Kharif,1,3,0.093298134
Karnataka,MYSORE,2002,Summer     ,Sunflower,62,38,Summer,3,3,0.476130719
Manipur,IMPHAL WEST,2001,Whole Year ,Onion,40,90,Whole Year,3,3,0.276166097
Punjab,MANSA,2008,Kharif     ,Guar seed,52,44,Kharif,1,3,0.811836905
Uttar Pradesh,RAMPUR,2007,Kharif     ,Sesamum,167,26,Kharif,1,3,0.256037514
Odisha,CUTTACK,2003,Kharif     ,Moong(Green Gram),33036,8705.6,Kharif,1,3,0.315382105
Punjab,JALANDHAR,2010,Kharif     ,Sesamum,400,200,Kharif,1,3,0.213096994
Karnataka,DAVANGERE,2012,Kharif     ,Horse-gram,901,824,Kharif,1,3,0.15999968
Uttar Pradesh,MUZAFFARNAGAR,2014,Rabi       ,Turmeric,29,82,Rabi,2,3,0.485143018
Kerala,KASARAGOD,2003,Whole Year ,Other Fresh Fruits,582,0,Whole Year,3,3,0.5762387
Madhya Pradesh,ASHOKNAGAR,2003,Kharif     ,Dry ginger,33,28,Kharif,1,3,0.800090095
Jammu and Kashmir ,DODA,2004,Rabi       ,Wheat,10653,11595,Rabi,2,3,0.80361588
Meghalaya,WEST KHASI HILLS,2004,Whole Year ,Tapioca,634,3285,Whole Year,3,3,0.236288651
Odisha,MALKANGIRI,2006,Winter     ,Urad,1278,272.2,Winter,3,3,0.080624904
Rajasthan,AJMER,2010,Kharif     ,Castor seed,119,38,Kharif,1,3,0.723557418
Kerala,MALAPPURAM,2000,Whole Year ,Cardamom,70,,Whole Year,3,3,0.082744234
Assam,NALBARI,2009,Kharif     ,Arhar/Tur,95,57,Kharif,1,3,0.80983005
Odisha,MALKANGIRI,2008,Winter     ,Maize,2,1.9,Winter,3,2,0.368606801
Madhya Pradesh,GUNA,2011,Whole Year ,Potato,98,1178,Whole Year,3,3,0.243623736
Uttar Pradesh,AGRA,1999,Whole Year ,Onion,108,1548,Whole Year,3,3,0.840729728
Chhattisgarh,KORBA,2010,Kharif     ,Mesta,43,99,Kharif,1,3,0.291644453
Uttarakhand,NAINITAL,2011,Kharif     ,Sunflower,6,2,Kharif,1,3,0.335773436
Karnataka,CHIKMAGALUR,2002,Whole Year ,Cardamom,2872,176,Whole Year,3,3,0.059917379
Uttar Pradesh,FARRUKHABAD,1998,Kharif     ,Maize,43804,63998,Kharif,1,2,0.421475213
Bihar,JAMUI,2007,Kharif     ,Moong(Green Gram),128,67,Kharif,1,3,0.749053307
Karnataka,DHARWAD,2010,Summer     ,Sunflower,71,72,Summer,3,3,0.474588646
Gujarat,GANDHINAGAR,2003,Rabi       ,Small millets,400,100,Rabi,2,3,0.305937632
Madhya Pradesh,KHANDWA,2013,Whole Year ,Sunflower,43,16,Whole Year,3,3,0.721286024
Nagaland,WOKHA,2010,Kharif     ,Ragi,40,40,Kharif,1,3,0.535781315
Odisha,KORAPUT,1999,Whole Year ,Potato,220,2090,Whole Year,3,3,0.836217363
Maharashtra,PUNE,2011,Kharif     ,Urad,2100,2100,Kharif,1,3,0.323599262
Rajasthan,JHUNJHUNU,1999,Rabi       ,Rapeseed &Mustard,108766,112810,Rabi,2,3,0.975711869
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane,17524,1322046,Whole Year,3,3,0.564267114
Odisha,DEOGARH,2012,Winter     ,Maize,5,6.4,Winter,3,2,0.608749325
Uttarakhand,CHAMPAWAT,2001,Rabi       ,Other Cereals & Millets,407,523,Rabi,2,3,0.842849324
Bihar,SIWAN,1998,Kharif     ,Mesta,166,1033,Kharif,1,3,0.791398082
Tamil Nadu,CUDDALORE,2006,Whole Year ,Sweet potato,488,7119,Whole Year,3,3,0.702054942
Karnataka,BIDAR,2003,Whole Year ,Other Fresh Fruits,19,51,Whole Year,3,3,0.163434314
Mizoram,SAIHA,2004,Whole Year ,Tobacco,13,9,Whole Year,3,3,0.971397094
Manipur,IMPHAL EAST,2003,Whole Year ,Citrus Fruit,62,298,Whole Year,3,3,0.426433648
Madhya Pradesh,JHABUA,1998,Kharif     ,Sesamum,100,,Kharif,1,3,0.913955489
Andhra Pradesh,WEST GODAVARI,2010,Whole Year ,Tobacco,28168,52357,Whole Year,3,3,0.744001112
Rajasthan,DUNGARPUR,2006,Kharif     ,Bajra,125,88,Kharif,1,3,0.27875527
Rajasthan,BARMER,2009,Whole Year ,Potato,1,,Whole Year,3,3,0.937349598
Assam,TINSUKIA,1999,Rabi       ,Wheat,276,352,Rabi,2,3,0.212429525
Assam,NAGAON,2011,Rabi       ,Rapeseed &Mustard,13010,8157,Rabi,2,3,0.229357596
Haryana,MAHENDRAGARH,1998,Whole Year ,Sannhamp,15,,Whole Year,3,3,0.385477142
Uttar Pradesh,MEERUT,2008,Kharif     ,Urad,588,316,Kharif,1,3,0.112724559
Assam,GOALPARA,2000,Kharif     ,Jute,3500,44431,Kharif,1,3,0.798159511
Bihar,LAKHISARAI,2007,Rabi       ,Linseed,25,21,Rabi,2,3,0.232912058
Uttar Pradesh,AMETHI,2011,Rabi       ,Peas & beans (Pulses),4460,4826,Rabi,2,3,0.786644587
West Bengal,MEDINIPUR EAST,2006,Summer     ,Rice,147552,471355,Summer,3,1,0.709076931
Maharashtra,CHANDRAPUR,1998,Rabi       ,Jowar,72200,23400,Rabi,2,3,0.927916439
Madhya Pradesh,SEONI,2012,Kharif     ,Groundnut,4791,6104,Kharif,1,3,0.562454673
Manipur,SENAPATI,2007,Kharif     ,Maize,1330,3780,Kharif,1,2,0.634951985
Rajasthan,BANSWARA,2006,Kharif     ,Soyabean,17704,14654,Kharif,1,3,0.083569253
Karnataka,CHAMARAJANAGAR,1998,Kharif     ,Soyabean,29,31,Kharif,1,3,0.771406102
Manipur,THOUBAL,2002,Whole Year ,Mango,20,100,Whole Year,3,3,0.739926306
Maharashtra,BHANDARA,2005,Kharif     ,Rice,168400,283700,Kharif,1,1,0.008098739
Odisha,CUTTACK,1997,Summer     ,Groundnut,2976,4152,Summer,3,3,0.654265014
West Bengal,BIRBHUM,2009,Rabi       ,Linseed,187,40,Rabi,2,3,0.785168539
Madhya Pradesh,KHANDWA,2012,Kharif     ,Horse-gram,80,18,Kharif,1,3,0.770368697
Assam,SIVASAGAR,2007,Rabi       ,Linseed,1,1,Rabi,2,3,0.210496587
Kerala,KOLLAM,2014,Whole Year ,Blackgram,5,,Whole Year,3,3,0.064941013
Odisha,SUNDARGARH,2003,Kharif     ,Horse-gram,4346,1408.1,Kharif,1,3,0.658054487
Madhya Pradesh,NEEMUCH,2000,Kharif     ,Arhar/Tur,662,309,Kharif,1,3,0.427702584
Meghalaya,EAST GARO HILLS,1997,Whole Year ,Banana,1075,13310,Whole Year,3,3,0.083503478
Tamil Nadu,CUDDALORE,1999,Kharif     ,Sesamum,8001,3629,Kharif,1,3,0.245906085
Rajasthan,BANSWARA,1998,Whole Year ,Dry chillies,488,73,Whole Year,3,3,0.690070596
Assam,GOLAGHAT,2001,Whole Year ,Tobacco,19,13,Whole Year,3,3,0.650448798
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,5626,31506,Rabi,2,2,0.296750448
Assam,LAKHIMPUR,2004,Autumn     ,Rice,16105,9635,Autumn,3,1,0.778335835
Odisha,BOUDH,2011,Autumn     ,Maize,408,353.6,Autumn,3,2,0.386508091
Chhattisgarh,RAIGARH,2008,Whole Year ,Sugarcane,397,1176,Whole Year,3,3,0.376543073
Uttar Pradesh,HAMIRPUR,2011,Kharif     ,Small millets,29,30,Kharif,1,3,0.081395033
Karnataka,TUMKUR,2007,Kharif     ,Jowar,2170,2471,Kharif,1,3,0.447227666
Uttar Pradesh,KHERI,2014,Rabi       ,Onion,26,398,Rabi,2,3,0.614630943
Maharashtra,AURANGABAD,2001,Rabi       ,Safflower,25100,12900,Rabi,2,3,0.649238296
Karnataka,DAVANGERE,2000,Summer     ,Ragi,181,359,Summer,3,3,0.084257402
Karnataka,MANDYA,1999,Kharif     ,Arhar/Tur,1220,695,Kharif,1,3,0.479204381
Assam,BAKSA,2012,Rabi       ,Urad,2124,1109,Rabi,2,3,0.15956748
Uttar Pradesh,ETAWAH,2000,Rabi       ,Gram,5826,6481,Rabi,2,3,0.101653214
Madhya Pradesh,SHIVPURI,2002,Whole Year ,Sannhamp,98,50,Whole Year,3,3,0.943614056
Gujarat,MAHESANA,2001,Rabi       ,Gram,300,200,Rabi,2,3,0.122272937
Madhya Pradesh,SEONI,2002,Whole Year ,Citrus Fruit,77,0,Whole Year,3,3,0.415928125
Maharashtra,NANDURBAR,2007,Kharif     ,Urad,197,126,Kharif,1,3,0.303473382
Madhya Pradesh,HARDA,2006,Rabi       ,Rapeseed &Mustard,53,53,Rabi,2,3,0.77549435
West Bengal,DINAJPUR UTTAR,2000,Rabi       ,Horse-gram,655,277,Rabi,2,3,0.33757683
Uttar Pradesh,AMETHI,2013,Kharif     ,Dry chillies,64,52,Kharif,1,3,0.083320097
Bihar,SHEOHAR,2007,Rabi       ,Rapeseed &Mustard,241,180,Rabi,2,3,0.329200841
Tamil Nadu,THANJAVUR,1999,Kharif     ,Cotton(lint),1334,2742,Kharif,1,3,0.140869086
Puducherry,PONDICHERRY,1998,Kharif     ,Dry chillies,6,18,Kharif,1,3,0.404842026
Bihar,KHAGARIA,2005,Kharif     ,Ragi,40,36,Kharif,1,3,0.26849576
Kerala,KASARAGOD,2002,Whole Year ,Tapioca,1148,27417,Whole Year,3,3,0.083651094
Uttarakhand,PITHORAGARH,2003,Kharif     ,Urad,845,330,Kharif,1,3,0.145463784
Assam,KOKRAJHAR,1998,Kharif     ,Castor seed,55,26,Kharif,1,3,0.913576973
Karnataka,MYSORE,2006,Kharif     ,Urad,5836,1547,Kharif,1,3,0.812045298
Uttar Pradesh,LALITPUR,2001,Rabi       ,Rapeseed &Mustard,427,356,Rabi,2,3,0.673667037
Karnataka,HAVERI,2006,Whole Year ,Turmeric,1,5,Whole Year,3,3,0.10945831
West Bengal,NADIA,2006,Kharif     ,Dry ginger,172,205,Kharif,1,3,0.957874916
Karnataka,BAGALKOT,2013,Kharif     ,Sunflower,13697,7508,Kharif,1,3,0.481685889
West Bengal,MEDINIPUR EAST,2002,Summer     ,Moong(Green Gram),178,248,Summer,3,3,0.928033314
West Bengal,MEDINIPUR EAST,2007,Autumn     ,Sesamum,75,34,Autumn,3,3,0.299529199
Madhya Pradesh,SHEOPUR,2013,Rabi       ,Linseed,14,16,Rabi,2,3,0.988280331
Chhattisgarh,JASHPUR,2014,Rabi       ,Wheat,1155,2161,Rabi,2,3,0.96135283
Madhya Pradesh,RAISEN,2007,Rabi       ,Barley,17,45,Rabi,2,3,0.625653752
Karnataka,CHAMARAJANAGAR,2007,Rabi       ,Onion,594,4268,Rabi,2,3,0.442191548
Bihar,SARAN,2001,Autumn     ,Rice,61033,77754,Autumn,3,1,0.049668169
Gujarat,ANAND,2009,Kharif     ,Bajra,27400,41900,Kharif,1,3,0.708099216
Madhya Pradesh,VIDISHA,2011,Rabi       ,Wheat,242856,470375,Rabi,2,3,0.809486141
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Sesamum,61,17,Kharif,1,3,0.987418837
West Bengal,MEDINIPUR WEST,1999,Winter     ,Sesamum,30,12,Winter,3,3,0.462157583
Madhya Pradesh,KHANDWA,2001,Whole Year ,Potato,88,1014,Whole Year,3,3,0.381383285
Kerala,KANNUR,2002,Whole Year ,Jack Fruit,13828,46,Whole Year,3,3,0.832353581
Karnataka,HAVERI,1998,Summer     ,Rice,1980,5204,Summer,3,1,0.385076107
Jammu and Kashmir ,SAMBA,2014,Kharif     ,Maize,4009,4259,Kharif,1,2,0.821229259
Tamil Nadu,THIRUVALLUR,2013,Kharif     ,Moong(Green Gram),99,56,Kharif,1,3,0.254420072
Nagaland,ZUNHEBOTO,2005,Kharif     ,Jowar,50,50,Kharif,1,3,0.629758724
Assam,SIVASAGAR,1998,Kharif     ,Maize,50,34,Kharif,1,2,0.22640787
Rajasthan,JODHPUR,1997,Rabi       ,Gram,14900,13000,Rabi,2,3,0.525827877
Uttar Pradesh,CHANDAULI,2013,Summer     ,Urad,15,12,Summer,3,3,0.538697954
Uttar Pradesh,PILIBHIT,2014,Rabi       ,Turmeric,95,270,Rabi,2,3,0.260233858
Odisha,ANUGUL,1998,Summer     ,Maize,10,7,Summer,3,2,0.402050183
Himachal Pradesh,CHAMBA,2005,Kharif     ,Moth,5,1,Kharif,1,3,0.308657029
Rajasthan,JHALAWAR,2006,Rabi       ,Masoor,4587,4825,Rabi,2,3,0.188124362
Karnataka,GULBARGA,2012,Rabi       ,Groundnut,673,1137,Rabi,2,3,0.240961981
Uttar Pradesh,KANPUR DEHAT,2006,Kharif     ,Sannhamp,27,7,Kharif,1,3,0.17249945
Haryana,REWARI,2011,Kharif     ,Groundnut,121,100,Kharif,1,3,0.720191513
Himachal Pradesh,SIRMAUR,2007,Kharif     ,Cotton(lint),3,2,Kharif,1,3,0.389572369
Uttar Pradesh,FAIZABAD,2001,Kharif     ,Small millets,176,129,Kharif,1,3,0.29744483
Chhattisgarh,BEMETARA,2013,Whole Year ,Onion,121,640,Whole Year,3,3,0.483763286
Karnataka,CHITRADURGA,2004,Kharif     ,Rice,3565,6942.84,Kharif,1,1,0.334844445
Punjab,RUPNAGAR,1997,Kharif     ,Rice,43000,138000,Kharif,1,1,0.261529093
Meghalaya,EAST KHASI HILLS,2002,Rabi       ,Other  Rabi pulses,230,166,Rabi,2,3,0.126049017
Uttar Pradesh,MEERUT,2006,Kharif     ,Maize,279,524,Kharif,1,2,0.373190181
Madhya Pradesh,REWA,2013,Rabi       ,Gram,59876,30879,Rabi,2,3,0.353770858
West Bengal,COOCHBEHAR,2009,Autumn     ,Rice,4090,5885,Autumn,3,1,0.637251995
Himachal Pradesh,HAMIRPUR,2002,Whole Year ,Garlic,9,12,Whole Year,3,3,0.281218567
Uttar Pradesh,BALRAMPUR,2013,Kharif     ,Maize,2160,2650,Kharif,1,2,0.779451179
Bihar,SAMASTIPUR,2003,Kharif     ,Urad,1219,883,Kharif,1,3,0.24028232
Bihar,ARARIA,2009,Kharif     ,Mesta,2761,12501,Kharif,1,3,0.867196973
Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Dry chillies,2322,2903,Rabi,2,3,0.746922532
Odisha,KORAPUT,2011,Summer     ,Ragi,20,12.8,Summer,3,3,0.374309173
Maharashtra,DHULE,2004,Rabi       ,Other  Rabi pulses,1000,700,Rabi,2,3,0.414862601
Karnataka,DAVANGERE,1998,Whole Year ,Coconut ,12423,72710,Whole Year,3,3,0.737382814
Assam,DIBRUGARH,2006,Kharif     ,Castor seed,3,1,Kharif,1,3,0.731904524
Odisha,ANUGUL,2008,Summer     ,Urad,98,20,Summer,3,3,0.954044557
Punjab,JALANDHAR,2004,Kharif     ,Arhar/Tur,1200,1400,Kharif,1,3,0.606622458
Karnataka,GADAG,2008,Whole Year ,Arecanut,3,19,Whole Year,3,3,0.658956948
Karnataka,SHIMOGA,2007,Whole Year ,Cardamom,284,24,Whole Year,3,3,0.219934645
Gujarat,MAHESANA,2001,Whole Year ,Tobacco,2900,4900,Whole Year,3,3,0.404472278
West Bengal,COOCHBEHAR,2014,Autumn     ,Sesamum,158,70,Autumn,3,3,0.898412147
Maharashtra,BEED,2002,Kharif     ,Bajra,187100,156900,Kharif,1,3,0.825827423
Assam,KAMRUP,2011,Whole Year ,Potato,3740,35239,Whole Year,3,3,0.982785364
Bihar,KHAGARIA,2008,Rabi       ,Masoor,505,433,Rabi,2,3,0.387510045
Punjab,MANSA,2005,Rabi       ,Barley,2000,5000,Rabi,2,3,0.925514533
Bihar,MADHUBANI,2012,Summer     ,Moong(Green Gram),5424,3504,Summer,3,3,0.269001742
Uttar Pradesh,BASTI,2002,Summer     ,Urad,89,47,Summer,3,3,0.050481676
Tamil Nadu,KARUR,2002,Kharif     ,Horse-gram,1018,259,Kharif,1,3,0.159020332
Uttar Pradesh,MAHOBA,2003,Kharif     ,Maize,18,22,Kharif,1,2,0.557727204
Telangana ,MAHBUBNAGAR,2004,Whole Year ,Coriander,445,265,Whole Year,3,3,0.065489292
Chhattisgarh,DURG,2005,Whole Year ,Dry ginger,27,31,Whole Year,3,3,0.200534131
Madhya Pradesh,KATNI,2004,Kharif     ,Small millets,6244,1449,Kharif,1,3,0.832575601
Madhya Pradesh,ASHOKNAGAR,2009,Whole Year ,Peas & beans (Pulses),1619,968,Whole Year,3,3,0.32720379
Odisha,BOUDH,1997,Rabi       ,Wheat,37,24,Rabi,2,3,0.121074724
Madhya Pradesh,INDORE,1999,Rabi       ,Linseed,989,667,Rabi,2,3,0.075116326
Uttar Pradesh,ETAWAH,1997,Kharif     ,Oilseeds total,19118,10074,Kharif,1,3,0.697884806
Sikkim,EAST DISTRICT,2000,Kharif     ,Small millets,1260,1120,Kharif,1,3,0.230590239
Odisha,MALKANGIRI,2003,Kharif     ,Maize,785,716.1,Kharif,1,2,0.424547509
Rajasthan,BHARATPUR,2007,Whole Year ,Sugarcane,99,5428,Whole Year,3,3,0.764712016
Tamil Nadu,VIRUDHUNAGAR,2007,Whole Year ,Arecanut,2,4,Whole Year,3,3,0.933587007
Himachal Pradesh,BILASPUR,2002,Kharif     ,Maize,26739,38768,Kharif,1,2,0.161263844
Andaman and Nicobar Islands,SOUTH ANDAMANS,2004,Whole Year ,Arecanut,3160.67,3975.2,Whole Year,3,3,0.303504262
Nagaland,PHEK,2001,Rabi       ,Wheat,820,1310,Rabi,2,3,0.465684107
Maharashtra,NANDURBAR,2008,Rabi       ,Rapeseed &Mustard,300,100,Rabi,2,3,0.677798779
Bihar,SUPAUL,2000,Autumn     ,Rice,88396,100924,Autumn,3,1,0.185772133
Uttar Pradesh,BASTI,2006,Rabi       ,Wheat,114347,270888,Rabi,2,3,0.543542342
Odisha,GANJAM,1998,Summer     ,Urad,450,52,Summer,3,3,0.044786087
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Other  Rabi pulses,5,1,Rabi,2,3,0.135462531
Kerala,KOLLAM,2002,Whole Year ,Other Vegetables,4743,0,Whole Year,3,3,0.522335222
Assam,DIBRUGARH,2004,Winter     ,Rice,76902,142103,Winter,3,1,0.262989502
Gujarat,NARMADA,2004,Kharif     ,Maize,7000,6400,Kharif,1,2,0.392586413
Uttar Pradesh,KANPUR DEHAT,2014,Rabi       ,Linseed,6,3,Rabi,2,3,0.149125388
Madhya Pradesh,RAISEN,2009,Kharif     ,Cowpea(Lobia),24,7,Kharif,1,3,0.296768017
Uttar Pradesh,BANDA,2007,Kharif     ,Bajra,3909,2260,Kharif,1,3,0.520483268
Gujarat,SURENDRANAGAR,2010,Kharif     ,Arhar/Tur,300,300,Kharif,1,3,0.824615153
Uttar Pradesh,KANNAUJ,2008,Rabi       ,Onion,281,3294,Rabi,2,3,0.217590122
Telangana ,KARIMNAGAR,2004,Kharif     ,Onion,157,1586,Kharif,1,3,0.017078316
Telangana ,WARANGAL,2014,Rabi       ,Maize,40189,257652,Rabi,2,2,0.151125549
Punjab,GURDASPUR,2004,Rabi       ,Rapeseed &Mustard,4000,5000,Rabi,2,3,0.798699893
West Bengal,MURSHIDABAD,2000,Kharif     ,Jowar,630,300,Kharif,1,3,0.929470173
Madhya Pradesh,DINDORI,2009,Whole Year ,Sweet potato,13,44,Whole Year,3,3,0.712229568
Uttar Pradesh,FATEHPUR,2007,Rabi       ,Linseed,318,114,Rabi,2,3,0.910728064
Assam,JORHAT,1997,Kharif     ,Sugarcane,600,26467,Kharif,1,3,0.220630511
Bihar,ARARIA,2014,Rabi       ,Masoor,7,3,Rabi,2,3,0.670728996
Rajasthan,DAUSA,2003,Kharif     ,Urad,14,7,Kharif,1,3,0.236703227
Karnataka,DAVANGERE,2010,Kharif     ,Arhar/Tur,6270,6689,Kharif,1,3,0.011224918
Uttar Pradesh,AMBEDKAR NAGAR,2001,Rabi       ,Masoor,213,240,Rabi,2,3,0.029320992
Madhya Pradesh,REWA,2009,Whole Year ,Bajra,1248,613,Whole Year,3,3,0.816235201
Uttar Pradesh,SANT KABEER NAGAR,2007,Kharif     ,Small millets,12,7,Kharif,1,3,0.398609146
Rajasthan,DAUSA,2010,Rabi       ,Wheat,94455,335173,Rabi,2,3,0.665084298
Nagaland,DIMAPUR,2000,Rabi       ,Gram,200,220,Rabi,2,3,0.580416016
Uttarakhand,PITHORAGARH,2011,Rabi       ,Potato,331,4109,Rabi,2,3,0.126951066
Bihar,PURBI CHAMPARAN,2005,Whole Year ,Dry chillies,86,53,Whole Year,3,3,0.656666674
Odisha,RAYAGADA,1998,Autumn     ,Groundnut,271,223,Autumn,3,3,0.888911042
Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,Small millets,676,406,Kharif,1,3,0.271117602
Bihar,MADHUBANI,1998,Summer     ,Maize,1066,1819,Summer,3,2,0.913268754
Uttar Pradesh,MIRZAPUR,1997,Rabi       ,Wheat,107142,188348,Rabi,2,3,0.033128288
Madhya Pradesh,SHEOPUR,2002,Kharif     ,Sesamum,2170,328,Kharif,1,3,0.351046425
Odisha,KENDUJHAR,2001,Kharif     ,Dry ginger,730,1490,Kharif,1,3,0.471678586
Bihar,SIWAN,2008,Rabi       ,Linseed,27,23,Rabi,2,3,0.475233014
Bihar,PURBI CHAMPARAN,2003,Whole Year ,Turmeric,25,25,Whole Year,3,3,0.75250037
Karnataka,HAVERI,2012,Summer     ,Maize,3711,8387,Summer,3,2,0.657792746
Maharashtra,KOLHAPUR,2003,Whole Year ,Sugarcane,86900,4918400,Whole Year,3,3,0.874928114
Kerala,PALAKKAD,2013,Summer     ,Rice,4642,13159,Summer,3,1,0.529411933
Odisha,KANDHAMAL,2005,Summer     ,Wheat,1,1,Summer,3,3,0.452282279
Madhya Pradesh,CHHINDWARA,2004,Rabi       ,Jowar,18,36,Rabi,2,3,0.572750252
Karnataka,BIJAPUR,2014,Kharif     ,Sesamum,302,32,Kharif,1,3,0.699156245
Bihar,BHOJPUR,2013,Kharif     ,Urad,86,78,Kharif,1,3,0.138333068
Gujarat,VALSAD,2007,Kharif     ,Other Cereals & Millets,500,300,Kharif,1,3,0.244850776
Gujarat,NAVSARI,2010,Rabi       ,Gram,1800,2600,Rabi,2,3,0.544021135
Assam,GOALPARA,2014,Kharif     ,Small millets,350,181,Kharif,1,3,0.703771239
Uttar Pradesh,LUCKNOW,2012,Rabi       ,Linseed,3,1,Rabi,2,3,0.024246825
Madhya Pradesh,CHHINDWARA,1998,Whole Year ,Sugarcane,13903,370000,Whole Year,3,3,0.847588459
Telangana ,MAHBUBNAGAR,2013,Kharif     ,Jowar,6829,5709,Kharif,1,3,0.576368809
Karnataka,BIJAPUR,2010,Kharif     ,Bajra,65452,45773,Kharif,1,3,0.524828974
Madhya Pradesh,KHARGONE,2011,Kharif     ,Rice,2024,1711,Kharif,1,1,0.783822981
Uttar Pradesh,SHAHJAHANPUR,2003,Rabi       ,Linseed,289,142,Rabi,2,3,0.225776572
Bihar,BHOJPUR,2007,Kharif     ,Moong(Green Gram),160,112,Kharif,1,3,0.769695229
Madhya Pradesh,SAGAR,2006,Rabi       ,Moong(Green Gram),13,4,Rabi,2,3,0.905251813
Assam,KARIMGANJ,2005,Rabi       ,Rapeseed &Mustard,145,64,Rabi,2,3,0.338602589
Odisha,MAYURBHANJ,2010,Summer     ,Moong(Green Gram),1742,653.3,Summer,3,3,0.75245779
Andhra Pradesh,ANANTAPUR,2004,Kharif     ,Other Kharif pulses,1605,172,Kharif,1,3,0.394920218
Bihar,KATIHAR,1998,Whole Year ,Sugarcane,2,82,Whole Year,3,3,0.754273447
Tamil Nadu,KRISHNAGIRI,2012,Kharif     ,Sunflower,8,10,Kharif,1,3,0.966639925
Madhya Pradesh,GWALIOR,2012,Kharif     ,Arhar/Tur,713,202,Kharif,1,3,0.10428934
Karnataka,KOPPAL,2007,Kharif     ,Castor seed,1112,637,Kharif,1,3,0.852788521
Bihar,AURANGABAD,2007,Kharif     ,Moong(Green Gram),20,16,Kharif,1,3,0.776726145
Uttar Pradesh,SANT RAVIDAS NAGAR,2005,Kharif     ,Sannhamp,60,21,Kharif,1,3,0.737204481
