CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
POTATO,WET,SEMI ARID,30-40,SUNNY,7.8,0.820795278,12,2,4,3
BEAN,HUMID,SEMI ARID,30-40,SUNNY,8.1,0.230866522,15,3,4,3
MAIZE,DRY,SEMI ARID,40-50,NORMAL,8.58,0.640507469,7,1,1,3
SUGARCANE,DRY,HUMID,30-40,SUNNY,10.35,0.944869153,10,1,4,1
RICE,WET,DESERT,30-40,SUNNY,13.5,0.178570047,9,2,4,4
CABBAGE,WET,SEMI HUMID,40-50,NORMAL,5.16,0.834518164,14,2,1,2
RICE,HUMID,DESERT,13-20,RAINY,5,0.600047542,9,3,3,4
RICE,DRY,DESERT,40-50,WINDY,21,0.014704189,9,1,2,4
TOMATO,WET,SEMI ARID,30-40,WINDY,606,0.208760735,1,2,2,3
CITRUS,WET,SEMI ARID,20-30,RAINY,0.1,0.33693367,6,2,3,3
MAIZE,HUMID,SEMI ARID,40-50,WINDY,8.14,0.467267549,7,3,2,3
POTATO,DRY,SEMI HUMID,30-40,NORMAL,8.8,0.232627756,12,1,1,2
TOMATO,DRY,HUMID,20-30,RAINY,0.2,0.897642543,1,1,3,1
CITRUS,HUMID,SEMI HUMID,40-50,RAINY,0.5,0.232908039,6,3,3,2
COTTON,WET,HUMID,40-50,WINDY,6.15,0.737741536,5,2,2,1
MELON,DRY,SEMI HUMID,40-50,WINDY,8.86,0.481401415,2,1,2,2
MUSTARD,DRY,DESERT,30-40,NORMAL,8.12,0.240587271,11,1,1,4
ONION,WET,SEMI ARID,20-30,SUNNY,4.125,0.474651887,4,2,4,3
CITRUS,WET,DESERT,30-40,WINDY,6.3,0.474729959,6,2,2,4
TOMATO,WET,DESERT,13-20,RAINY,0.1,0.642392681,1,2,3,4
BANANA,DRY,HUMID,13-20,WINDY,6.6,0.226280002,13,1,2,1
COTTON,DRY,SEMI ARID,40-50,WINDY,11.8,0.055056468,5,1,2,3
CITRUS,HUMID,SEMI HUMID,20-30,NORMAL,4.2,0.429953193,6,3,1,2
WHEAT,HUMID,HUMID,30-40,SUNNY,7.85,0.232458959,8,3,4,1
SUGARCANE,DRY,SEMI HUMID,13-20,SUNNY,9.9,0.568527804,10,1,4,2
CABBAGE,WET,SEMI ARID,30-40,RAINY,0.2,0.459545648,14,2,3,3
CITRUS,HUMID,SEMI ARID,30-40,RAINY,0.3,0.028516293,6,3,3,3
POTATO,HUMID,HUMID,40-50,NORMAL,5.15,0.672241047,12,3,1,1
CITRUS,WET,DESERT,20-30,NORMAL,4.33,0.202154191,6,2,1,4
MELON,HUMID,DESERT,40-50,WINDY,8.68,0.198648841,2,3,2,4
BANANA,WET,HUMID,40-50,WINDY,6.15,0.393730379,13,2,2,1
MAIZE,HUMID,DESERT,20-30,NORMAL,5.68,0.782736235,7,3,1,4
RICE,HUMID,SEMI HUMID,20-30,NORMAL,10.5,0.752019438,9,3,1,2
CITRUS,HUMID,SEMI HUMID,13-20,WINDY,4.1,0.689418022,6,3,2,2
CABBAGE,HUMID,HUMID,30-40,SUNNY,5.8,0.568727971,14,3,4,1
POTATO,HUMID,DESERT,30-40,NORMAL,8.7,0.716302548,12,3,1,4
MELON,HUMID,DESERT,30-40,WINDY,7.68,0.64276447,2,3,2,4
SOYABEAN,DRY,SEMI ARID,30-40,NORMAL,9.8,0.980168908,3,1,1,3
ONION,WET,SEMI ARID,13-20,WINDY,0.1,0.594958046,4,2,2,3
MUSTARD,HUMID,DESERT,40-50,SUNNY,9.18,0.865683172,11,3,4,4
CABBAGE,HUMID,DESERT,20-30,RAINY,0.3,0.051794333,14,3,3,4
BANANA,DRY,DESERT,30-40,WINDY,11.65,0.501881191,13,1,2,4
CITRUS,WET,SEMI HUMID,20-30,RAINY,0.1,0.388510277,6,2,3,2
COTTON,WET,HUMID,30-40,NORMAL,4.1,0.6580979,5,2,1,1
BEAN,DRY,SEMI HUMID,40-50,WINDY,9.5,0.278567229,15,1,2,2
MUSTARD,WET,SEMI HUMID,13-20,WINDY,3.34,0.017104126,11,2,2,2
BEAN,WET,DESERT,40-50,NORMAL,7.3,0.713253873,15,2,1,4
POTATO,DRY,SEMI ARID,30-40,SUNNY,11.3,0.122492584,12,1,4,3
SUGARCANE,DRY,SEMI ARID,20-30,SUNNY,12.2,0.395081039,10,1,4,3
MUSTARD,HUMID,SEMI ARID,20-30,RAINY,0.3,0.23027027,11,3,3,3
MUSTARD,WET,HUMID,13-20,RAINY,0.1,0.476939216,11,2,3,1
MAIZE,HUMID,SEMI ARID,13-20,RAINY,0.2,0.99377085,7,3,3,3
MUSTARD,WET,HUMID,13-20,WINDY,2.5,0.579355379,11,2,2,1
RICE,HUMID,SEMI HUMID,20-30,WINDY,11.5,0.849009171,9,3,2,2
SUGARCANE,WET,HUMID,30-40,RAINY,0.2,0.46871727,10,2,3,1
ONION,HUMID,SEMI ARID,30-40,NORMAL,6.375,0.075992178,4,3,1,3
BANANA,WET,SEMI ARID,20-30,WINDY,6.3,0.233975509,13,2,2,3
RICE,WET,DESERT,20-30,NORMAL,11,0.565425067,9,2,1,4
ONION,HUMID,DESERT,30-40,RAINY,6.25,0.753038925,4,3,3,4
CABBAGE,DRY,SEMI HUMID,13-20,NORMAL,4.4,0.206190645,14,1,1,2
MUSTARD,WET,SEMI ARID,13-20,RAINY,0.1,0.252331193,11,2,3,3
SOYABEAN,WET,SEMI HUMID,40-50,NORMAL,5.6,0.536750676,3,2,1,2
POTATO,WET,DESERT,30-40,WINDY,8.15,0.183037098,12,2,2,4
POTATO,DRY,HUMID,13-20,SUNNY,6.95,0.409548402,12,1,4,1
ONION,HUMID,DESERT,40-50,RAINY,7.25,0.749823649,4,3,3,4
COTTON,HUMID,HUMID,13-20,WINDY,4.65,0.790178978,5,3,2,1
RICE,HUMID,SEMI ARID,40-50,WINDY,15.5,0.013117881,9,3,2,3
MELON,HUMID,DESERT,20-30,NORMAL,5.68,0.959093162,2,3,1,4
RICE,DRY,SEMI HUMID,40-50,SUNNY,18,0.36053284,9,1,4,2
MELON,DRY,DESERT,40-50,WINDY,10.12,0.645082339,2,1,2,4
ONION,HUMID,DESERT,13-20,NORMAL,0.1,0.471140408,4,3,1,4
TOMATO,HUMID,HUMID,30-40,NORMAL,4.52,0.653825352,1,3,1,1
SUGARCANE,DRY,DESERT,30-40,WINDY,13.4,0.381269778,10,1,2,4
MUSTARD,HUMID,DESERT,30-40,NORMAL,6.68,0.278911347,11,3,1,4
ONION,DRY,DESERT,30-40,WINDY,7.25,0.652935079,4,1,2,4
RICE,DRY,HUMID,20-30,NORMAL,12,0.18046198,9,1,1,1
RICE,WET,SEMI ARID,20-30,NORMAL,9.5,0.491246458,9,2,1,3
BANANA,HUMID,HUMID,13-20,SUNNY,5.15,0.286443506,13,3,4,1
SUGARCANE,HUMID,SEMI ARID,30-40,NORMAL,9.2,0.825570819,10,3,1,3
BANANA,DRY,HUMID,13-20,RAINY,0.1,0.530163575,13,1,3,1
MELON,DRY,DESERT,20-30,WINDY,8.12,0.594110856,2,1,2,4
MAIZE,DRY,HUMID,30-40,RAINY,0.3,0.675014776,7,1,3,1
ONION,WET,SEMI ARID,40-50,RAINY,5.125,0.466105553,4,2,3,3
RICE,WET,SEMI HUMID,13-20,SUNNY,8,0.571422633,9,2,4,2
CABBAGE,HUMID,DESERT,40-50,SUNNY,8.9,0.831518164,14,3,4,4
MAIZE,DRY,SEMI ARID,20-30,WINDY,7.58,0.643080632,7,1,2,3
BEAN,HUMID,HUMID,30-40,WINDY,5.9,0.658424277,15,3,2,1
BANANA,WET,SEMI ARID,30-40,RAINY,0.3,0.505575035,13,2,3,3
SOYABEAN,WET,SEMI ARID,40-50,NORMAL,6.6,0.560375917,3,2,1,3
POTATO,WET,SEMI ARID,30-40,WINDY,7.3,0.639252652,12,2,2,3
BEAN,DRY,SEMI ARID,30-40,WINDY,10.8,0.870289739,15,1,2,3
COTTON,DRY,DESERT,40-50,WINDY,12.65,0.23269883,5,1,2,4
CABBAGE,WET,SEMI ARID,13-20,WINDY,3.83,0.256971923,14,2,2,3
COTTON,HUMID,DESERT,13-20,NORMAL,6.695,0.989363427,5,3,1,4
POTATO,WET,SEMI ARID,20-30,SUNNY,6.8,0.044290148,12,2,4,3
TOMATO,WET,DESERT,40-50,WINDY,7.6,0.986708853,1,2,2,4
BANANA,DRY,SEMI HUMID,30-40,WINDY,9.9,0.444132843,13,1,2,2
MUSTARD,DRY,SEMI HUMID,30-40,WINDY,7.86,0.65772941,11,1,2,2
CITRUS,DRY,DESERT,20-30,NORMAL,6.5,0.624888184,6,1,1,4
ONION,HUMID,SEMI ARID,30-40,SUNNY,5.875,0.788074271,4,3,4,3
MAIZE,DRY,SEMI ARID,30-40,SUNNY,9.08,0.789826501,7,1,4,3
TOMATO,HUMID,SEMI ARID,30-40,RAINY,0.5,0.076589952,1,3,3,3
CITRUS,DRY,HUMID,13-20,RAINY,0.1,0.109212754,6,1,3,1
MAIZE,WET,SEMI ARID,30-40,WINDY,606,0.671284652,7,2,2,3
MUSTARD,DRY,HUMID,30-40,WINDY,6.96,0.98711434,11,1,2,1
CITRUS,DRY,HUMID,40-50,NORMAL,6.6,0.083313961,6,1,1,1
SOYABEAN,DRY,SEMI HUMID,40-50,WINDY,9.5,0.311816791,3,1,2,2
CABBAGE,HUMID,SEMI ARID,30-40,RAINY,0.3,0.097464112,14,3,3,3
MELON,WET,DESERT,30-40,RAINY,0.3,0.265285255,2,2,3,4
MUSTARD,WET,HUMID,30-40,NORMAL,3.44,0.987087592,11,2,1,1
MAIZE,HUMID,HUMID,20-30,SUNNY,5.02,0.939082495,7,3,4,1
TOMATO,WET,SEMI ARID,20-30,WINDY,5.06,0.088755965,1,2,2,3
WHEAT,DRY,SEMI HUMID,13-20,WINDY,9.4,0.114471437,8,1,2,2
ONION,HUMID,HUMID,30-40,NORMAL,4.75,0.332117391,4,3,1,1
ONION,WET,SEMI HUMID,40-50,SUNNY,4.625,0.799479001,4,2,4,2
POTATO,HUMID,SEMI HUMID,40-50,SUNNY,9,0.133495122,12,3,4,2
TOMATO,DRY,SEMI HUMID,30-40,NORMAL,6.86,0.484858345,1,1,1,2
CABBAGE,DRY,HUMID,40-50,RAINY,0.5,0.664328038,14,1,3,1
SUGARCANE,HUMID,SEMI HUMID,20-30,RAINY,0.6,0.608814595,10,3,3,2
POTATO,HUMID,DESERT,40-50,RAINY,1.5,0.021136425,12,3,3,4
MELON,DRY,DESERT,20-30,RAINY,0.8,0.009487424,2,1,3,4
SOYABEAN,HUMID,SEMI HUMID,20-30,RAINY,0.1,0.575307979,3,3,3,2
CITRUS,WET,DESERT,13-20,NORMAL,3.33,0.419925505,6,2,1,4
BANANA,WET,SEMI HUMID,40-50,RAINY,0.3,0.921026184,13,2,3,2
WHEAT,DRY,DESERT,20-30,NORMAL,11.5,0.483212528,8,1,1,4
COTTON,DRY,SEMI HUMID,20-30,SUNNY,9.45,0.250121346,5,1,4,2
TOMATO,DRY,HUMID,40-50,RAINY,0.5,0.020545446,1,1,3,1
MUSTARD,WET,DESERT,40-50,WINDY,7.6,0.910311037,11,2,2,4
WHEAT,HUMID,DESERT,20-30,SUNNY,10.6,0.236906268,8,3,4,4
CABBAGE,HUMID,HUMID,30-40,NORMAL,4.33,0.737920063,14,3,1,1
POTATO,HUMID,SEMI HUMID,40-50,NORMAL,7.5,0.416910101,12,3,1,2
SUGARCANE,WET,SEMI HUMID,30-40,RAINY,0.5,0.22067271,10,2,3,2
BEAN,HUMID,SEMI ARID,30-40,RAINY,0.5,0.231792102,15,3,3,3
POTATO,WET,HUMID,13-20,RAINY,0.1,0.729354627,12,2,3,1
CITRUS,HUMID,DESERT,13-20,SUNNY,5.7,0.164359423,6,3,4,4
SOYABEAN,WET,HUMID,30-40,SUNNY,5.2,0.477362798,3,2,4,1
MUSTARD,HUMID,SEMI ARID,20-30,SUNNY,6.64,0.236920959,11,3,4,3
RICE,HUMID,SEMI ARID,40-50,SUNNY,16,0.678260243,9,3,4,3
SOYABEAN,DRY,SEMI ARID,30-40,RAINY,1.8,0.86486313,3,1,3,3
WHEAT,DRY,SEMI ARID,20-30,SUNNY,12.2,0.193751656,8,1,4,3
BANANA,DRY,DESERT,40-50,SUNNY,13.25,0.917860418,13,1,4,4
ONION,DRY,HUMID,20-30,WINDY,3.75,0.084258102,4,1,2,1
BANANA,WET,HUMID,20-30,WINDY,4,0.027915621,13,2,2,1
MELON,DRY,DESERT,13-20,NORMAL,6.12,0.331289501,2,1,1,4
CITRUS,DRY,HUMID,30-40,RAINY,0.2,0.746842344,6,1,3,1
CABBAGE,WET,SEMI HUMID,13-20,RAINY,0.1,0.205620725,14,2,3,2
MAIZE,WET,DESERT,20-30,WINDY,5.6,0.417562525,7,2,2,4
COTTON,HUMID,SEMI ARID,20-30,RAINY,0.5,0.226867521,5,3,3,3
SOYABEAN,WET,SEMI HUMID,40-50,SUNNY,7.1,0.932067529,3,2,4,2
POTATO,WET,DESERT,30-40,RAINY,0.8,0.510648899,12,2,3,4
BANANA,WET,HUMID,20-30,NORMAL,3,0.600478562,13,2,1,1
RICE,HUMID,DESERT,40-50,WINDY,17,0.225375718,9,3,2,4
TOMATO,WET,HUMID,13-20,NORMAL,1.44,0.381030929,1,2,1,1
BANANA,WET,HUMID,13-20,RAINY,0.1,0.741857325,13,2,3,1
CABBAGE,HUMID,SEMI ARID,40-50,WINDY,7.6,0.580199742,14,3,2,3
ONION,HUMID,SEMI ARID,20-30,SUNNY,3.875,0.216206781,4,3,4,3
TOMATO,DRY,DESERT,13-20,NORMAL,6.12,0.344405574,1,1,1,4
TOMATO,HUMID,SEMI HUMID,40-50,WINDY,7.42,0.21250538,1,3,2,2
MAIZE,HUMID,DESERT,13-20,NORMAL,4.68,0.396832773,7,3,1,4
BANANA,HUMID,SEMI ARID,13-20,NORMAL,5.92,0.531865624,13,3,1,3
COTTON,HUMID,SEMI HUMID,20-30,SUNNY,7.1,0.433504729,5,3,4,2
WHEAT,HUMID,SEMI HUMID,40-50,NORMAL,8.7,0.584778857,8,3,1,2
TOMATO,HUMID,SEMI HUMID,30-40,SUNNY,6.92,0.960857182,1,3,4,2
MAIZE,DRY,SEMI HUMID,40-50,WINDY,8.86,0.936006133,7,1,2,2
BANANA,DRY,HUMID,40-50,RAINY,0.65,0.331648266,13,1,3,1
POTATO,WET,DESERT,20-30,NORMAL,6.15,0.914422246,12,2,1,4
SOYABEAN,HUMID,DESERT,40-50,SUNNY,9.85,0.709920246,3,3,4,4
ONION,HUMID,SEMI HUMID,13-20,NORMAL,3.875,0.575165652,4,3,1,2
MELON,HUMID,SEMI ARID,40-50,NORMAL,7.14,0.634040468,2,3,1,3
POTATO,HUMID,HUMID,13-20,NORMAL,3.65,0.219985643,12,3,1,1
RICE,WET,SEMI HUMID,20-30,NORMAL,7.5,0.736887573,9,2,1,2
SUGARCANE,WET,SEMI ARID,40-50,RAINY,0.34,0.378371195,10,2,3,3
CITRUS,WET,DESERT,13-20,RAINY,0.1,0.312521748,6,2,3,4
SUGARCANE,HUMID,HUMID,40-50,RAINY,0.8,0.111669705,10,3,3,1
CABBAGE,HUMID,SEMI ARID,20-30,SUNNY,6.1,0.442867043,14,3,4,3
SUGARCANE,HUMID,DESERT,40-50,NORMAL,11.1,0.290235561,10,3,1,4
MUSTARD,HUMID,DESERT,20-30,RAINY,0.3,0.146024806,11,3,3,4
MELON,HUMID,DESERT,40-50,NORMAL,7.68,0.31266696,2,3,1,4
SOYABEAN,DRY,DESERT,30-40,WINDY,9.8,0.417223378,3,1,2,4
MAIZE,HUMID,DESERT,13-20,WINDY,5.68,0.940519094,7,3,2,4
COTTON,HUMID,HUMID,13-20,NORMAL,3.65,0.014897638,5,3,1,1
CITRUS,DRY,HUMID,20-30,WINDY,5.5,0.331797159,6,1,2,1
ONION,DRY,DESERT,20-30,NORMAL,5.25,0.374968013,4,1,1,4
BEAN,WET,SEMI ARID,20-30,NORMAL,4.6,0.276292256,15,2,1,3
WHEAT,DRY,DESERT,40-50,RAINY,5.6,0.228550864,8,1,3,4
MUSTARD,HUMID,DESERT,40-50,NORMAL,7.68,0.118789067,11,3,1,4
MELON,WET,HUMID,40-50,SUNNY,6,0.161072356,2,2,4,1
POTATO,DRY,DESERT,40-50,RAINY,3.6,0.610441563,12,1,3,4
BANANA,DRY,SEMI ARID,40-50,RAINY,2.7,0.543470562,13,1,3,3
SOYABEAN,WET,DESERT,30-40,NORMAL,6.2,0.918510031,3,2,1,4
POTATO,WET,SEMI ARID,13-20,RAINY,0.2,0.936737414,12,2,3,3
MUSTARD,DRY,SEMI HUMID,40-50,SUNNY,9.36,0.617728777,11,1,4,2
RICE,WET,DESERT,40-50,RAINY,5,0.892710042,9,2,3,4
RICE,WET,SEMI HUMID,30-40,SUNNY,10,0.879600724,9,2,4,2
BEAN,WET,SEMI ARID,30-40,WINDY,6.7,0.084270436,15,2,2,3
MUSTARD,HUMID,HUMID,30-40,NORMAL,4.52,0.761289033,11,3,1,1
RICE,HUMID,DESERT,20-30,RAINY,6,0.944560775,9,3,3,4
ONION,DRY,HUMID,13-20,SUNNY,4.25,0.437169681,4,1,4,1
WHEAT,HUMID,HUMID,40-50,WINDY,8.32,0.261409172,8,3,2,1
COTTON,DRY,SEMI ARID,30-40,WINDY,10.8,0.285175502,5,1,2,3
MELON,WET,SEMI HUMID,20-30,WINDY,4.34,0.296963659,2,2,2,2
COTTON,DRY,SEMI ARID,20-30,SUNNY,10.4,0.202232501,5,1,4,3
MAIZE,DRY,DESERT,13-20,NORMAL,6.12,0.982644999,7,1,1,4
WHEAT,HUMID,SEMI ARID,40-50,NORMAL,10.1,0.611512027,8,3,1,3
WHEAT,HUMID,DESERT,13-20,WINDY,9,0.185880645,8,3,2,4
SOYABEAN,HUMID,SEMI ARID,40-50,SUNNY,9.4,0.680029493,3,3,4,3
SOYABEAN,WET,DESERT,40-50,WINDY,8.3,0.058930979,3,2,2,4
MELON,HUMID,SEMI HUMID,13-20,WINDY,4.42,0.081770722,2,3,2,2
TOMATO,HUMID,HUMID,20-30,RAINY,0.1,0.336047217,1,3,3,1
RICE,DRY,SEMI ARID,40-50,NORMAL,18.5,0.857504284,9,1,1,3
COTTON,WET,SEMI HUMID,20-30,WINDY,5.4,0.459504328,5,2,2,2
BEAN,WET,SEMI HUMID,13-20,RAINY,0.1,0.734141888,15,2,3,2
COTTON,DRY,SEMI ARID,40-50,NORMAL,10.9,0.566945376,5,1,1,3
SUGARCANE,DRY,SEMI ARID,13-20,SUNNY,11,0.584637676,10,1,4,3
POTATO,DRY,DESERT,13-20,RAINY,0.5,0.64181378,12,1,3,4
MAIZE,DRY,SEMI ARID,30-40,RAINY,0.8,0.91274329,7,1,3,3
SOYABEAN,HUMID,DESERT,40-50,NORMAL,8.34,0.018801676,3,3,1,4
CABBAGE,DRY,SEMI ARID,30-40,SUNNY,8.6,0.833690622,14,1,4,3
BEAN,DRY,SEMI ARID,20-30,WINDY,9.6,0.11863833,15,1,2,3
WHEAT,DRY,DESERT,40-50,SUNNY,15,0.12186939,8,1,4,4
RICE,WET,HUMID,40-50,WINDY,8,0.784482397,9,2,2,1
POTATO,DRY,SEMI ARID,30-40,NORMAL,9.8,0.309742725,12,1,1,3
SUGARCANE,DRY,DESERT,20-30,RAINY,3.5,0.706196764,10,1,3,4
ONION,DRY,SEMI HUMID,40-50,SUNNY,7.875,0.936859337,4,1,4,2
CITRUS,WET,DESERT,40-50,WINDY,7.3,0.648665534,6,2,2,4
BEAN,WET,DESERT,13-20,NORMAL,4.1,0.315728721,15,2,1,4
MUSTARD,WET,DESERT,20-30,SUNNY,6.1,0.938844906,11,2,4,4
CABBAGE,HUMID,SEMI HUMID,13-20,SUNNY,4.6,0.720946264,14,3,4,2
SOYABEAN,WET,SEMI ARID,20-30,NORMAL,4.6,0.326284239,3,2,1,3
COTTON,DRY,SEMI ARID,13-20,NORMAL,7.98,0.031330532,5,1,1,3
CABBAGE,DRY,SEMI ARID,30-40,RAINY,0.8,0.754152493,14,1,3,3
SUGARCANE,DRY,SEMI HUMID,40-50,WINDY,12.35,0.606407836,10,1,2,2
CABBAGE,DRY,SEMI HUMID,13-20,SUNNY,5.9,0.84111804,14,1,4,2
BEAN,HUMID,SEMI HUMID,13-20,NORMAL,3.9,0.455866409,15,3,1,2
MUSTARD,HUMID,SEMI ARID,40-50,NORMAL,7.14,0.675763008,11,3,1,3
SOYABEAN,HUMID,SEMI ARID,13-20,RAINY,0.1,0.272690047,3,3,3,3
WHEAT,WET,HUMID,40-50,WINDY,6.48,0.344546701,8,2,2,1
SOYABEAN,DRY,SEMI HUMID,13-20,NORMAL,5.53,0.776134569,3,1,1,2
POTATO,HUMID,HUMID,13-20,RAINY,0.1,0.025921134,12,3,3,1
BANANA,DRY,HUMID,30-40,WINDY,8.6,0.489549969,13,1,2,1
BEAN,WET,SEMI ARID,30-40,SUNNY,7.2,0.746455987,15,2,4,3
CITRUS,WET,SEMI ARID,30-40,RAINY,0.2,0.886441127,6,2,3,3
SOYABEAN,HUMID,DESERT,13-20,RAINY,0.5,0.03562998,3,3,3,4
CABBAGE,WET,HUMID,20-30,RAINY,0.1,0.247764751,14,2,3,1
CITRUS,WET,HUMID,30-40,SUNNY,4.83,0.619266615,6,2,4,1
POTATO,WET,SEMI HUMID,13-20,WINDY,4.345,0.687364653,12,2,2,2
WHEAT,WET,HUMID,13-20,SUNNY,3.98,0.440739477,8,2,4,1
BANANA,WET,SEMI HUMID,30-40,RAINY,0.2,0.017272539,13,2,3,2
BANANA,HUMID,DESERT,13-20,NORMAL,6.695,0.7782667,13,3,1,4
COTTON,WET,DESERT,30-40,SUNNY,8.65,0.399227634,5,2,4,4
MELON,DRY,DESERT,13-20,RAINY,0.5,0.821841146,2,1,3,4
RICE,WET,SEMI ARID,30-40,SUNNY,12,0.529085884,9,2,4,3
ONION,WET,DESERT,13-20,SUNNY,4,0.038098679,4,2,4,4
WHEAT,DRY,DESERT,30-40,WINDY,13.4,0.887096631,8,1,2,4
MELON,DRY,SEMI ARID,30-40,RAINY,0.8,0.793775202,2,1,3,3
SOYABEAN,WET,SEMI HUMID,30-40,RAINY,0.1,0.154972879,3,2,3,2
RICE,DRY,DESERT,20-30,RAINY,10,0.433307095,9,1,3,4
COTTON,DRY,SEMI HUMID,13-20,WINDY,7.8,0.613758664,5,1,2,2
BEAN,WET,SEMI HUMID,30-40,WINDY,5.7,0.064037807,15,2,2,2
CITRUS,HUMID,HUMID,40-50,RAINY,0.3,0.910965178,6,3,3,1
SOYABEAN,DRY,DESERT,20-30,WINDY,8.9,0.179716262,3,1,2,4
MUSTARD,WET,SEMI ARID,40-50,NORMAL,6.06,0.195585729,11,2,1,3
MAIZE,DRY,HUMID,30-40,NORMAL,5.96,0.052749156,7,1,1,1
CITRUS,DRY,SEMI ARID,40-50,SUNNY,9.5,0.530148503,6,1,4,3
BEAN,WET,DESERT,13-20,RAINY,0.1,0.458844601,15,2,3,4
WHEAT,WET,SEMI ARID,30-40,RAINY,0.8,0.831236105,8,2,3,3
CABBAGE,HUMID,SEMI ARID,13-20,RAINY,0.1,0.306485312,14,3,3,3
MAIZE,WET,SEMI ARID,13-20,WINDY,4.06,0.206448242,7,2,2,3
CITRUS,DRY,HUMID,20-30,RAINY,0.2,0.315835556,6,1,3,1
COTTON,WET,HUMID,20-30,RAINY,0.1,0.603665154,5,2,3,1
SOYABEAN,DRY,SEMI HUMID,20-30,RAINY,0.5,0.234365567,3,1,3,2
WHEAT,WET,HUMID,20-30,WINDY,4.48,0.58044515,8,2,2,1
CITRUS,WET,SEMI ARID,40-50,NORMAL,5.83,0.55078672,6,2,1,3
ONION,WET,DESERT,30-40,SUNNY,6,0.710005914,4,2,4,4
CITRUS,WET,SEMI ARID,13-20,WINDY,3.83,0.839156931,6,2,2,3
CABBAGE,DRY,SEMI ARID,13-20,NORMAL,5.05,0.140071907,14,1,1,3
ONION,WET,HUMID,20-30,NORMAL,2.625,0.99475395,4,2,1,1
POTATO,HUMID,DESERT,13-20,WINDY,7.7,0.282508622,12,3,2,4
RICE,DRY,HUMID,13-20,RAINY,3,0.514132506,9,1,3,1
TOMATO,HUMID,SEMI ARID,20-30,NORMAL,5.14,0.246538776,1,3,1,3
SOYABEAN,HUMID,HUMID,20-30,WINDY,4.7,0.454179039,3,3,2,1
ONION,HUMID,SEMI ARID,13-20,WINDY,4.375,0.994012103,4,3,2,3
WHEAT,DRY,DESERT,40-50,NORMAL,13.6,0.462841994,8,1,1,4
ONION,HUMID,SEMI ARID,13-20,SUNNY,2.875,0.138488588,4,3,4,3
RICE,HUMID,DESERT,20-30,WINDY,15,0.562048194,9,3,2,4
BEAN,WET,SEMI ARID,20-30,SUNNY,6.1,0.162634955,15,2,4,3
CABBAGE,DRY,DESERT,30-40,WINDY,8,0.173253643,14,1,2,4
MUSTARD,WET,SEMI ARID,30-40,SUNNY,6.56,0.103631591,11,2,4,3
BEAN,DRY,HUMID,40-50,WINDY,8.8,0.063906281,15,1,2,1
ONION,WET,SEMI HUMID,13-20,NORMAL,3.125,0.124846577,4,2,1,2
MUSTARD,DRY,DESERT,13-20,SUNNY,7.62,0.56871052,11,1,4,4
CITRUS,DRY,DESERT,30-40,RAINY,0.8,0.314209412,6,1,3,4
TOMATO,WET,SEMI ARID,30-40,SUNNY,6.56,0.623473944,1,2,4,3
BANANA,DRY,SEMI ARID,30-40,RAINY,1.98,0.745492053,13,1,3,3
COTTON,DRY,SEMI ARID,20-30,RAINY,0.98,0.291085337,5,1,3,3
BANANA,WET,SEMI HUMID,13-20,SUNNY,4.85,0.606620638,13,2,4,2
TOMATO,WET,DESERT,13-20,SUNNY,5.1,0.082127453,1,2,4,4
MELON,WET,SEMI ARID,13-20,WINDY,4.06,0.025618429,2,2,2,3
SUGARCANE,HUMID,SEMI HUMID,40-50,NORMAL,8.7,0.059904639,10,3,1,2
RICE,HUMID,HUMID,20-30,WINDY,9,0.679450622,9,3,2,1
CITRUS,WET,SEMI HUMID,13-20,WINDY,3.16,0.443117231,6,2,2,2
BEAN,DRY,HUMID,40-50,NORMAL,7.8,0.248403082,15,1,1,1
MAIZE,WET,HUMID,20-30,RAINY,0.1,0.1999036,7,2,3,1
WHEAT,HUMID,SEMI ARID,40-50,WINDY,11.1,0.557769415,8,3,2,3
CABBAGE,DRY,SEMI HUMID,30-40,SUNNY,7.7,0.798968475,14,1,4,2
MELON,DRY,SEMI ARID,20-30,RAINY,0.5,0.316349536,2,1,3,3
MELON,WET,HUMID,20-30,WINDY,3.5,0.114821958,2,2,2,1
BANANA,DRY,DESERT,40-50,NORMAL,11.75,0.705586781,13,1,1,4
BEAN,HUMID,HUMID,30-40,SUNNY,6.4,0.464699894,15,3,4,1
MUSTARD,WET,SEMI ARID,30-40,WINDY,606,0.793475482,11,2,2,3
SUGARCANE,WET,DESERT,30-40,SUNNY,9.8,0.020990735,10,2,4,4
BANANA,HUMID,DESERT,20-30,NORMAL,7.695,0.484077982,13,3,1,4
ONION,DRY,SEMI ARID,13-20,WINDY,5.125,0.896642647,4,1,2,3
RICE,HUMID,SEMI ARID,13-20,RAINY,3.5,0.646650793,9,3,3,3
CABBAGE,HUMID,SEMI ARID,20-30,RAINY,0.2,0.407397073,14,3,3,3
WHEAT,HUMID,DESERT,40-50,SUNNY,12.6,0.077877037,8,3,4,4
COTTON,WET,DESERT,40-50,WINDY,9.15,0.615990228,5,2,2,4
SOYABEAN,DRY,HUMID,13-20,NORMAL,4.51,0.78170432,3,1,1,1
BANANA,HUMID,SEMI ARID,13-20,RAINY,0.1,0.459998151,13,3,3,3
