ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_used,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Random Number,Season in number
F00020912,531,Rabi,Alluvial,1,40,32,1,Monsoon,Minimal Damage,0.992957898,2
F00109450,1785,Rabi,Black-Cotton,1,50,19,25,Summer,Minimal Damage,0.992952218,1
F00045845,790,Rabi,Black-Cotton,1,40,43,0,Summer,Minimal Damage,0.992941793,1
F00028984,625,Rabi,Black-Cotton,1,5,27,5,Monsoon,Minimal Damage,0.992936818,2
F00063215,1056,Kharif,Alluvial,2,10,32,0,Monsoon,Partial Damage,0.992932847,2
F00068193,1056,Rabi,Black-Cotton,1,70,45,3,Monsoon,Minimal Damage,0.992920177,2
F00023336,531,Rabi,Black-Cotton,1,30,31,2,Summer,Minimal Damage,0.992919377,1
F00006130,311,Rabi,Alluvial,2,10,30,0,Monsoon,Minimal Damage,0.992909587,2
F00147278,2999,Kharif,Alluvial,1,10,18,34,Monsoon,Minimal Damage,0.992901647,2
F00085677,1297,Rabi,Black-Cotton,1,40,40,4,Monsoon,Partial Damage,0.992870903,2
F00126971,2139,Rabi,Black-Cotton,1,30,35,16,Monsoon,Minimal Damage,0.992867825,2
F00085196,1297,Kharif,Alluvial,1,20,24,14,Monsoon,Minimal Damage,0.992851328,2
F00048484,851,Kharif,Black-Cotton,2,20,37,0,Monsoon,Partial Damage,0.992827516,2
F00040942,732,Kharif,Alluvial,2,50,32,0,Summer,Minimal Damage,0.992816311,1
F00083538,1296,Rabi,Alluvial,1,50,41,1,Winter,Minimal Damage,0.992815293,3
F00010761,410,Rabi,Black-Cotton,1,30,12,9,Monsoon,Minimal Damage,0.992811831,2
F00073074,1132,Kharif,Black-Cotton,2,60,21,0,Summer,Minimal Damage,0.992796052,1
F00121399,2016,Rabi,Black-Cotton,1,10,16,31,Monsoon,Minimal Damage,0.992771491,2
F00071746,1132,Rabi,Alluvial,1,20,39,5,Winter,Minimal Damage,0.99277029,3
F00080672,1296,Rabi,Alluvial,1,40,19,21,Monsoon,Minimal Damage,0.992764108,2
F00041553,732,Rabi,Alluvial,2,40,24,0,Monsoon,Partial Damage,0.992752189,2
F00022934,531,Rabi,Alluvial,2,20,12,0,Summer,Minimal Damage,0.992741358,1
F00097788,1478,Rabi,Black-Cotton,1,40,25,10,Summer,Minimal Damage,0.992731687,1
F00118099,1898,Rabi,Alluvial,1,40,40,10,Winter,Significant Damage,0.992728468,3
F00090583,1385,Rabi,Black-Cotton,1,10,15,25,Monsoon,Minimal Damage,0.992710315,2
F00090259,1385,Rabi,Black-Cotton,1,35,29,14,Summer,Minimal Damage,0.992705334,1
F00152939,3516,Rabi,Alluvial,1,20,49,10,Summer,Minimal Damage,0.992690655,1
F00041856,732,Rabi,Black-Cotton,2,15,34,0,Summer,Minimal Damage,0.99268749,1
F00037108,677,Rabi,Black-Cotton,1,50,37,3,Monsoon,Minimal Damage,0.992670178,2
F00036574,677,Kharif,Alluvial,1,5,29,2,Monsoon,Minimal Damage,0.992663401,2
F00030478,625,Rabi,Black-Cotton,2,10,27,0,Summer,Minimal Damage,0.992659111,1
F00013216,411,Rabi,Black-Cotton,2,25,29,0,Monsoon,Minimal Damage,0.992655824,2
F00052075,851,Rabi,Black-Cotton,1,20,20,5,Summer,Minimal Damage,0.992641634,1
F00067316,1056,Rabi,Black-Cotton,1,30,20,22,Monsoon,Partial Damage,0.992632465,2
F00128658,2267,Kharif,Alluvial,1,5,30,0,Winter,Minimal Damage,0.992622712,3
F00085752,1297,Kharif,Alluvial,2,10,21,0,Monsoon,Minimal Damage,0.992620707,2
F00150699,3336,Kharif,Black-Cotton,2,5,46,0,Summer,Minimal Damage,0.992619028,1
F00152602,3516,Rabi,Alluvial,1,60,6,41,Monsoon,Minimal Damage,0.992599705,2
F00097451,1478,Rabi,Black-Cotton,1,55,22,22,Winter,Minimal Damage,0.992594542,3
F00028074,577,Rabi,Black-Cotton,1,10,12,12,Monsoon,Minimal Damage,0.992594217,2
F00100301,1576,Rabi,Black-Cotton,1,35,42,1,Monsoon,Minimal Damage,0.992592195,2
F00148780,3164,Rabi,Alluvial,2,40,55,0,Monsoon,Significant Damage,0.992583435,2
F00019179,488,Kharif,Black-Cotton,2,20,18,0,Monsoon,Minimal Damage,0.992569727,2
F00052492,915,Rabi,Black-Cotton,1,50,25,13,Winter,Minimal Damage,0.992522785,3
F00094401,1478,Rabi,Black-Cotton,1,15,23,23,Monsoon,Minimal Damage,0.992518655,2
F00001271,168,Rabi,Alluvial,1,5,20,2,Summer,Minimal Damage,0.992516033,1
F00074934,1212,Rabi,Black-Cotton,1,30,41,5,Monsoon,Minimal Damage,0.992511617,2
F00120780,2015,Rabi,Black-Cotton,1,10,10,37,Summer,Minimal Damage,0.992497784,1
F00118148,1898,Kharif,Alluvial,1,30,42,6,Monsoon,Minimal Damage,0.992495826,2
F00099846,1576,Kharif,Alluvial,1,30,22,25,Monsoon,Partial Damage,0.992494137,2
F00022183,531,Rabi,Black-Cotton,1,10,19,4,Summer,Minimal Damage,0.992491201,1
F00031874,626,Rabi,Black-Cotton,1,80,25,10,Winter,Minimal Damage,0.992475027,3
F00019753,488,Kharif,Alluvial,1,20,17,17,Winter,Minimal Damage,0.99244332,3
F00119065,2015,Rabi,Black-Cotton,1,40,25,17,Summer,Minimal Damage,0.99243702,1
F00006547,312,Kharif,Alluvial,1,20,15,9,Monsoon,Minimal Damage,0.992435402,2
F00107856,1678,Rabi,Alluvial,1,20,20,30,Summer,Minimal Damage,0.992426824,1
F00038348,731,Rabi,Alluvial,2,40,28,0,Monsoon,Minimal Damage,0.992416167,2
F00124840,2138,Rabi,Black-Cotton,2,10,53,0,Winter,Partial Damage,0.992399931,3
F00054864,915,Kharif,Alluvial,1,10,12,13,Summer,Minimal Damage,0.992388001,1
F00005162,283,Rabi,Black-Cotton,2,20,28,0,Summer,Minimal Damage,0.992383966,1
F00033114,677,Rabi,Black-Cotton,1,10,20,11,Winter,Minimal Damage,0.992379312,3
F00100920,1576,Kharif,Alluvial,1,15,41,5,Monsoon,Minimal Damage,0.99236981,2
F00016900,488,Rabi,Alluvial,1,20,27,4,Monsoon,Minimal Damage,0.992361275,2
F00020875,531,Kharif,Alluvial,1,30,35,0,Summer,Minimal Damage,0.992325638,1
F00137222,2541,Rabi,Black-Cotton,2,20,40,0,Winter,Minimal Damage,0.992274637,3
F00019720,488,Rabi,Alluvial,1,40,20,10,Winter,Minimal Damage,0.992264095,3
F00060034,984,Rabi,Black-Cotton,1,10,28,2,Monsoon,Minimal Damage,0.992244594,2
F00131575,2267,Kharif,Alluvial,2,20,44,0,Winter,Minimal Damage,0.992243053,3
F00076283,1212,Rabi,Black-Cotton,1,10,35,8,Summer,Minimal Damage,0.992242872,1
F00020753,531,Kharif,Alluvial,1,10,10,10,Monsoon,Minimal Damage,0.99223664,2
F00004625,257,Kharif,Black-Cotton,2,10,22,0,Winter,Minimal Damage,0.992207011,3
F00104338,1678,Rabi,Alluvial,1,20,39,7,Monsoon,Minimal Damage,0.99219999,2
F00005478,283,Kharif,Black-Cotton,2,30,28,0,Monsoon,Minimal Damage,0.992184197,2
F00090773,1385,Rabi,Black-Cotton,1,30,27,20,Winter,Minimal Damage,0.992171717,3
F00052794,915,Rabi,Black-Cotton,1,30,14,24,Summer,Minimal Damage,0.992127667,1
F00110808,1785,Rabi,Black-Cotton,1,15,50,1,Summer,Partial Damage,0.992115825,1
F00071382,1132,Kharif,Alluvial,1,20,37,4,Winter,Minimal Damage,0.99210403,3
F00000183,150,Kharif,Alluvial,1,20,12,5,Summer,Minimal Damage,0.992087345,1
F00024837,577,Rabi,Black-Cotton,1,25,30,9,Summer,Minimal Damage,0.99208386,1
F00075879,1212,Rabi,Alluvial,1,10,37,4,Monsoon,Minimal Damage,0.992082304,2
F00151172,3337,Rabi,Alluvial,2,5,56,0,Summer,Minimal Damage,0.992068082,1
F00124735,2138,Rabi,Black-Cotton,1,30,49,2,Summer,Minimal Damage,0.992059071,1
F00051558,851,Rabi,Alluvial,1,20,30,8,Summer,Minimal Damage,0.992052912,1
F00142822,2688,Rabi,Alluvial,1,20,50,5,Monsoon,Partial Damage,0.992047101,2
F00009095,375,Kharif,Alluvial,1,60,25,6,Summer,Minimal Damage,0.992039076,1
F00060189,984,Rabi,Alluvial,1,20,40,0,Monsoon,Significant Damage,0.99202197,2
F00120068,2015,Rabi,Black-Cotton,1,15,10,10,Summer,Minimal Damage,0.992011107,1
F00122527,2016,Kharif,Alluvial,1,15,13,27,Summer,Minimal Damage,0.992007925,1
F00091934,1385,Rabi,Black-Cotton,1,60,31,16,Summer,Minimal Damage,0.99200686,1
F00008485,342,Rabi,Black-Cotton,1,15,10,13,Summer,Minimal Damage,0.991991833,1
F00088442,1385,Kharif,Alluvial,1,10,12,31,Winter,Minimal Damage,0.991987687,3
F00045628,790,Rabi,Black-Cotton,1,20,36,7,Monsoon,Partial Damage,0.991976283,2
F00141966,2688,Kharif,Alluvial,1,10,32,12,Summer,Minimal Damage,0.991951168,1
F00148751,3164,Rabi,Alluvial,1,20,9,20,Monsoon,Partial Damage,0.991946162,2
F00088088,1385,Rabi,Black-Cotton,1,30,13,26,Summer,Minimal Damage,0.991940407,1
F00074689,1212,Rabi,Alluvial,1,40,20,27,Winter,Minimal Damage,0.991930152,3
F00011381,410,Rabi,Black-Cotton,1,10,17,10,Monsoon,Minimal Damage,0.991913146,2
F00138344,2542,Rabi,Black-Cotton,1,20,5,41,Summer,Minimal Damage,0.991896613,1
F00092945,1478,Rabi,Alluvial,1,20,25,20,Summer,Minimal Damage,0.991895018,1
F00059752,984,Kharif,Alluvial,1,5,18,22,Monsoon,Minimal Damage,0.99187656,2
F00006710,312,Rabi,Alluvial,1,50,19,7,Monsoon,Minimal Damage,0.991870678,2
F00071818,1132,Rabi,Black-Cotton,1,40,32,5,Monsoon,Minimal Damage,0.991870074,2
F00121973,2016,Rabi,Black-Cotton,1,30,40,11,Summer,Minimal Damage,0.991867193,1
F00056569,916,Rabi,Black-Cotton,1,50,37,3,Summer,Minimal Damage,0.991849818,1
F00128733,2267,Rabi,Alluvial,1,20,21,30,Monsoon,Minimal Damage,0.991847324,2
F00022201,531,Rabi,Black-Cotton,1,20,23,1,Winter,Minimal Damage,0.991840209,3
F00025958,577,Rabi,Alluvial,1,40,20,4,Winter,Minimal Damage,0.99183293,3
F00108190,1678,Rabi,Black-Cotton,1,40,13,25,Monsoon,Minimal Damage,0.991832822,2
F00109947,1785,Rabi,Black-Cotton,1,50,23,21,Monsoon,Minimal Damage,0.991829098,2
F00044923,789,Rabi,Black-Cotton,1,20,27,18,Summer,Minimal Damage,0.991822961,1
F00069822,1132,Rabi,Black-Cotton,1,30,23,14,Monsoon,Partial Damage,0.99182225,2
F00022464,531,Rabi,Alluvial,2,15,21,0,Monsoon,Minimal Damage,0.991797028,2
F00124753,2138,Kharif,Alluvial,1,10,27,6,Monsoon,Minimal Damage,0.991786215,2
F00155873,4097,Rabi,Black-Cotton,1,20,30,32,Summer,Partial Damage,0.991761954,1
F00097574,1478,Rabi,Alluvial,1,15,31,10,Summer,Partial Damage,0.991754819,1
F00096807,1478,Rabi,Black-Cotton,2,15,33,0,Summer,Minimal Damage,0.991751539,1
F00111861,1785,Kharif,Alluvial,1,20,40,1,Winter,Minimal Damage,0.991745683,3
F00051551,851,Rabi,Alluvial,1,10,31,1,Monsoon,Minimal Damage,0.991734851,2
F00114830,1898,Rabi,Black-Cotton,1,5,20,32,Monsoon,Minimal Damage,0.991733414,2
F00152797,3516,Rabi,Alluvial,1,40,49,14,Monsoon,Partial Damage,0.991706336,2
F00108589,1785,Rabi,Black-Cotton,1,20,27,20,Monsoon,Partial Damage,0.991702756,2
F00113097,1786,Kharif,Alluvial,1,10,24,18,Monsoon,Minimal Damage,0.991677298,2
F00056871,916,Rabi,Black-Cotton,1,40,25,13,Summer,Minimal Damage,0.991673984,1
F00145533,2840,Rabi,Black-Cotton,1,30,50,6,Monsoon,Minimal Damage,0.991638871,2
F00038897,731,Rabi,Black-Cotton,1,10,23,4,Summer,Minimal Damage,0.99162711,1
F00034248,677,Kharif,Black-Cotton,2,50,33,0,Summer,Partial Damage,0.991621764,1
F00021854,531,Rabi,Black-Cotton,1,60,12,10,Monsoon,Minimal Damage,0.991619633,2
F00134952,2401,Rabi,Alluvial,1,20,49,14,Monsoon,Partial Damage,0.991610193,2
F00059148,984,Rabi,Black-Cotton,1,60,19,16,Summer,Minimal Damage,0.99160741,1
F00146318,2999,Rabi,Alluvial,1,20,35,14,Summer,Minimal Damage,0.991590997,1
F00130361,2267,Rabi,Alluvial,1,40,25,11,Monsoon,Minimal Damage,0.991581502,2
F00042347,789,Rabi,Black-Cotton,1,60,36,1,Monsoon,Minimal Damage,0.991566759,2
F00102144,1576,Kharif,Alluvial,2,20,17,0,Winter,Minimal Damage,0.991564665,3
F00034812,677,Rabi,Black-Cotton,1,10,10,8,Monsoon,Minimal Damage,0.991564551,2
F00066436,1056,Rabi,Alluvial,1,45,37,3,Monsoon,Partial Damage,0.991556758,2
F00141384,2688,Rabi,Alluvial,1,20,21,11,Monsoon,Partial Damage,0.991556147,2
F00029439,625,Rabi,Alluvial,1,15,9,16,Monsoon,Minimal Damage,0.991539455,2
F00089670,1385,Kharif,Alluvial,1,20,13,20,Winter,Minimal Damage,0.991538046,3
F00098799,1575,Rabi,Black-Cotton,1,30,42,5,Monsoon,Partial Damage,0.991520585,2
F00083405,1296,Kharif,Black-Cotton,2,20,35,0,Monsoon,Minimal Damage,0.991519394,2
F00076565,1212,Rabi,Alluvial,1,5,24,17,Monsoon,Minimal Damage,0.991504732,2
F00111763,1785,Rabi,Alluvial,2,45,52,0,Winter,Minimal Damage,0.991477483,3
F00020639,531,Rabi,Black-Cotton,1,60,36,0,Monsoon,Minimal Damage,0.991472881,2
F00127537,2139,Rabi,Black-Cotton,1,60,41,16,Winter,Minimal Damage,0.991448488,3
F00028024,577,Rabi,Black-Cotton,2,40,31,0,Monsoon,Significant Damage,0.991441073,2
F00109065,1785,Rabi,Alluvial,1,20,36,12,Summer,Minimal Damage,0.99143861,1
F00070683,1132,Rabi,Black-Cotton,1,20,18,25,Monsoon,Partial Damage,0.991433363,2
F00105823,1678,Rabi,Black-Cotton,1,10,16,33,Winter,Minimal Damage,0.99142994,3
F00017621,488,Kharif,Alluvial,1,30,24,4,Monsoon,Minimal Damage,0.991429184,2
F00104474,1678,Rabi,Alluvial,1,40,36,7,Winter,Minimal Damage,0.991405549,3
F00052210,851,Rabi,Alluvial,1,40,34,8,Monsoon,Minimal Damage,0.991380809,2
F00023587,531,Kharif,Alluvial,1,15,20,14,Monsoon,Minimal Damage,0.991339345,2
F00056749,916,Kharif,Alluvial,1,20,16,9,Monsoon,Minimal Damage,0.991314393,2
F00127908,2139,Rabi,Black-Cotton,1,20,16,36,Summer,Minimal Damage,0.991295744,1
F00098694,1575,Rabi,Black-Cotton,1,20,21,24,Monsoon,Minimal Damage,0.99129298,2
F00095764,1478,Rabi,Black-Cotton,1,40,38,4,Summer,Minimal Damage,0.991269589,1
F00002497,209,Rabi,Black-Cotton,1,5,13,6,Monsoon,Minimal Damage,0.991263622,2
F00063717,1056,Kharif,Black-Cotton,2,15,39,0,Summer,Minimal Damage,0.991257788,1
F00057829,984,Kharif,Alluvial,1,20,15,8,Monsoon,Minimal Damage,0.991222606,2
F00125624,2138,Rabi,Black-Cotton,1,20,17,27,Monsoon,Minimal Damage,0.991193773,2
F00062683,984,Rabi,Black-Cotton,1,50,23,16,Summer,Minimal Damage,0.991190211,1
F00034173,677,Rabi,Alluvial,1,40,37,0,Winter,Minimal Damage,0.991183948,3
F00080671,1296,Rabi,Alluvial,1,35,32,10,Monsoon,Minimal Damage,0.991157425,2
F00105438,1678,Kharif,Alluvial,1,20,31,22,Monsoon,Minimal Damage,0.991152607,2
F00108691,1785,Rabi,Black-Cotton,1,10,21,25,Winter,Partial Damage,0.991146639,3
F00129161,2267,Rabi,Alluvial,1,50,42,19,Monsoon,Minimal Damage,0.991132702,2
F00146140,2999,Rabi,Alluvial,1,15,18,40,Summer,Minimal Damage,0.991132358,1
F00080871,1296,Kharif,Alluvial,2,15,30,0,Winter,Minimal Damage,0.991124405,3
F00030024,625,Rabi,Alluvial,1,10,14,17,Winter,Minimal Damage,0.991124075,3
F00072442,1132,Rabi,Alluvial,1,15,10,23,Monsoon,Minimal Damage,0.99111232,2
F00074981,1212,Kharif,Alluvial,1,25,9,21,Summer,Minimal Damage,0.991106058,1
F00031762,626,Rabi,Alluvial,1,60,26,10,Monsoon,Minimal Damage,0.991104775,2
F00082472,1296,Rabi,Black-Cotton,1,20,31,12,Summer,Minimal Damage,0.991076398,1
F00152157,3515,Kharif,Alluvial,2,5,57,0,Monsoon,Partial Damage,0.991069806,2
F00035740,677,Rabi,Alluvial,1,50,13,13,Monsoon,Minimal Damage,0.991059603,2
F00026727,577,Rabi,Alluvial,2,30,33,0,Summer,Partial Damage,0.991057039,1
F00083880,1296,Rabi,Black-Cotton,1,25,27,10,Winter,Minimal Damage,0.991049655,3
F00153670,3702,Rabi,Black-Cotton,1,20,40,18,Summer,Partial Damage,0.991043159,1
F00009701,375,Rabi,Alluvial,1,10,11,12,Summer,Minimal Damage,0.991041601,1
F00111173,1785,Rabi,Black-Cotton,2,35,50,0,Summer,Minimal Damage,0.991036048,1
F00011863,410,Rabi,Alluvial,1,20,17,12,Summer,Minimal Damage,0.991019001,1
F00095623,1478,Kharif,Alluvial,1,15,29,10,Monsoon,Minimal Damage,0.990988001,2
F00054038,915,Rabi,Alluvial,1,20,32,7,Winter,Minimal Damage,0.990965174,3
F00019362,488,Rabi,Alluvial,1,40,29,2,Monsoon,Minimal Damage,0.990962392,2
F00076734,1212,Kharif,Black-Cotton,2,40,45,0,Monsoon,Partial Damage,0.990954042,2
F00056661,916,Kharif,Alluvial,2,15,25,0,Monsoon,Partial Damage,0.990940955,2
F00009966,375,Kharif,Black-Cotton,2,20,25,0,Summer,Minimal Damage,0.990935981,1
F00134566,2401,Rabi,Black-Cotton,1,40,33,20,Monsoon,Partial Damage,0.990911311,2
F00053214,915,Rabi,Alluvial,2,20,41,0,Monsoon,Partial Damage,0.99091051,2
F00082642,1296,Rabi,Alluvial,1,40,35,4,Winter,Minimal Damage,0.990898141,3
F00152605,3516,Rabi,Alluvial,1,20,52,14,Monsoon,Minimal Damage,0.990888059,2
F00091232,1385,Rabi,Black-Cotton,1,5,16,19,Monsoon,Minimal Damage,0.990887489,2
F00099697,1576,Rabi,Alluvial,1,45,37,5,Monsoon,Minimal Damage,0.99088467,2
F00118793,2015,Rabi,Black-Cotton,2,25,42,0,Monsoon,Minimal Damage,0.990879337,2
F00099116,1575,Rabi,Alluvial,1,15,31,12,Monsoon,Minimal Damage,0.990875521,2
F00053711,915,Kharif,Alluvial,1,40,28,8,Monsoon,Minimal Damage,0.990869245,2
F00153153,3516,Kharif,Alluvial,2,20,42,0,Monsoon,Significant Damage,0.990865322,2
F00034927,677,Rabi,Alluvial,1,55,26,6,Summer,Minimal Damage,0.990847154,1
F00060924,984,Kharif,Black-Cotton,2,40,25,0,Winter,Minimal Damage,0.99084086,3
F00039661,732,Rabi,Black-Cotton,1,10,28,15,Monsoon,Minimal Damage,0.990805566,2
F00047696,850,Kharif,Alluvial,1,10,34,0,Monsoon,Minimal Damage,0.990770639,2
F00015252,448,Kharif,Black-Cotton,2,10,31,0,Monsoon,Minimal Damage,0.990767856,2
F00137498,2541,Rabi,Black-Cotton,1,5,6,41,Monsoon,Minimal Damage,0.990760903,2
F00044248,789,Kharif,Alluvial,1,10,25,11,Monsoon,Minimal Damage,0.990747731,2
F00014018,448,Rabi,Black-Cotton,1,10,8,10,Winter,Minimal Damage,0.990736778,3
F00040078,732,Rabi,Alluvial,2,40,39,0,Monsoon,Minimal Damage,0.990731254,2
F00101367,1576,Rabi,Alluvial,1,5,27,23,Monsoon,Minimal Damage,0.990713104,2
F00024719,577,Kharif,Alluvial,1,5,10,9,Monsoon,Minimal Damage,0.990706845,2
F00153422,3702,Rabi,Alluvial,1,20,17,4,Summer,Partial Damage,0.99070505,1
F00058028,984,Kharif,Alluvial,1,35,27,9,Winter,Minimal Damage,0.990703016,3
F00085543,1297,Kharif,Alluvial,1,20,16,25,Monsoon,Partial Damage,0.990697673,2
F00136236,2402,Rabi,Alluvial,1,20,40,5,Summer,Partial Damage,0.990670225,1
F00133944,2401,Rabi,Black-Cotton,2,10,54,0,Winter,Minimal Damage,0.990659674,3
F00090545,1385,Rabi,Alluvial,1,25,30,16,Monsoon,Minimal Damage,0.990657972,2
F00100399,1576,Rabi,Black-Cotton,1,20,29,17,Winter,Minimal Damage,0.990635753,3
F00046875,790,Rabi,Alluvial,1,20,19,18,Summer,Minimal Damage,0.990631447,1
F00065326,1056,Rabi,Black-Cotton,1,50,20,17,Summer,Minimal Damage,0.990611485,1
F00120938,2015,Rabi,Alluvial,1,25,25,12,Winter,Minimal Damage,0.990603169,3
F00075744,1212,Rabi,Black-Cotton,1,20,35,10,Monsoon,Minimal Damage,0.990603132,2
F00104933,1678,Rabi,Black-Cotton,1,20,30,4,Monsoon,Minimal Damage,0.990581116,2
F00107954,1678,Rabi,Alluvial,2,15,54,0,Monsoon,Partial Damage,0.990578797,2
F00145417,2840,Kharif,Alluvial,2,5,45,0,Monsoon,Minimal Damage,0.990562781,2
F00132688,2401,Kharif,Black-Cotton,3,0,0,0,Summer,Significant Damage,0.990556966,1
F00095127,1478,Kharif,Alluvial,2,15,38,0,Summer,Minimal Damage,0.990550745,1
F00099318,1575,Kharif,Alluvial,2,40,48,0,Summer,Partial Damage,0.99054872,1
F00008279,342,Rabi,Black-Cotton,2,15,32,0,Monsoon,Minimal Damage,0.990537738,2
F00048319,851,Rabi,Alluvial,2,10,14,0,Summer,Minimal Damage,0.990535432,1
F00120382,2015,Kharif,Alluvial,1,45,39,12,Winter,Minimal Damage,0.990534933,3
F00097519,1478,Kharif,Alluvial,2,30,42,0,Winter,Partial Damage,0.990527772,3
F00058617,984,Rabi,Black-Cotton,1,20,27,10,Summer,Minimal Damage,0.990523067,1
F00123028,2016,Rabi,Black-Cotton,1,50,47,7,Monsoon,Partial Damage,0.990510931,2
F00083330,1296,Rabi,Alluvial,1,60,35,10,Winter,Minimal Damage,0.990505903,3
F00109330,1785,Rabi,Alluvial,1,20,8,30,Winter,Minimal Damage,0.990502332,3
F00030631,625,Kharif,Alluvial,1,20,35,0,Winter,Minimal Damage,0.990487596,3
F00144000,2840,Rabi,Alluvial,1,20,45,14,Monsoon,Minimal Damage,0.990487228,2
F00130981,2267,Rabi,Black-Cotton,2,15,48,0,Winter,Minimal Damage,0.990483486,3
F00148314,3164,Rabi,Black-Cotton,1,40,48,6,Monsoon,Partial Damage,0.990479119,2
F00106820,1678,Kharif,Alluvial,2,30,37,0,Summer,Minimal Damage,0.99047807,1
F00112824,1786,Rabi,Alluvial,1,60,37,5,Winter,Minimal Damage,0.990464301,3
F00029455,625,Rabi,Black-Cotton,1,15,31,4,Summer,Minimal Damage,0.990456665,1
F00027654,577,Kharif,Alluvial,1,20,24,11,Winter,Minimal Damage,0.990446712,3
F00150514,3336,Rabi,Alluvial,1,5,40,21,Winter,Partial Damage,0.990433014,3
F00003059,232,Kharif,Black-Cotton,2,15,14,0,Monsoon,Minimal Damage,0.990414282,2
F00106523,1678,Rabi,Black-Cotton,1,10,35,11,Winter,Minimal Damage,0.990339581,3
F00021258,531,Rabi,Black-Cotton,1,50,18,17,Monsoon,Minimal Damage,0.990338283,2
F00051121,851,Rabi,Alluvial,1,20,17,17,Monsoon,Minimal Damage,0.99033084,2
F00153283,3516,Rabi,Alluvial,1,10,50,7,Summer,Minimal Damage,0.990312771,1
F00146975,2999,Kharif,Alluvial,1,30,35,14,Summer,Minimal Damage,0.990301432,1
F00119085,2015,Rabi,Alluvial,2,40,50,0,Winter,Partial Damage,0.990296905,3
F00147268,2999,Rabi,Black-Cotton,1,5,8,44,Monsoon,Partial Damage,0.990270932,2
F00057576,984,Rabi,Black-Cotton,2,30,41,0,Monsoon,Partial Damage,0.990270668,2
F00044846,789,Rabi,Alluvial,2,15,34,0,Monsoon,Minimal Damage,0.990264743,2
F00104812,1678,Kharif,Alluvial,1,10,13,33,Monsoon,Minimal Damage,0.990261327,2
F00054149,915,Rabi,Alluvial,1,30,20,9,Monsoon,Minimal Damage,0.990253485,2
F00149138,3164,Rabi,Alluvial,1,40,24,35,Monsoon,Partial Damage,0.990199707,2
F00134831,2401,Rabi,Alluvial,2,5,50,0,Winter,Minimal Damage,0.99019528,3
F00105211,1678,Rabi,Alluvial,1,60,44,10,Summer,Minimal Damage,0.990195119,1
F00020690,531,Rabi,Alluvial,1,20,8,18,Monsoon,Minimal Damage,0.990181952,2
F00122005,2016,Kharif,Alluvial,2,5,47,0,Monsoon,Minimal Damage,0.990181092,2
F00021503,531,Kharif,Alluvial,2,15,12,0,Winter,Minimal Damage,0.990175341,3
F00130214,2267,Rabi,Alluvial,2,5,52,0,Monsoon,Significant Damage,0.990167225,2
F00048922,851,Rabi,Black-Cotton,1,60,28,9,Summer,Minimal Damage,0.990151155,1
F00060948,984,Rabi,Alluvial,1,40,26,14,Summer,Minimal Damage,0.990144463,1
F00017765,488,Kharif,Alluvial,1,25,13,13,Winter,Minimal Damage,0.990120816,3
F00139462,2542,Rabi,Alluvial,1,20,48,3,Monsoon,Minimal Damage,0.990117366,2
F00072897,1132,Rabi,Black-Cotton,2,20,38,0,Winter,Partial Damage,0.990100165,3
F00053926,915,Rabi,Black-Cotton,2,20,33,0,Winter,Minimal Damage,0.990094061,3
F00092436,1478,Kharif,Alluvial,1,40,35,10,Winter,Minimal Damage,0.990083318,3
F00047438,850,Rabi,Black-Cotton,1,20,29,4,Monsoon,Minimal Damage,0.990070512,2
F00147397,2999,Kharif,Alluvial,2,10,57,0,Winter,Partial Damage,0.990068914,3
F00031866,626,Rabi,Black-Cotton,1,15,31,7,Summer,Minimal Damage,0.990066308,1
F00099802,1576,Rabi,Alluvial,1,40,30,8,Monsoon,Partial Damage,0.990056284,2
F00022253,531,Rabi,Alluvial,1,20,20,12,Summer,Minimal Damage,0.990050929,1
F00112314,1786,Rabi,Black-Cotton,1,20,29,10,Monsoon,Minimal Damage,0.990031725,2
F00139513,2542,Rabi,Alluvial,1,10,20,23,Monsoon,Minimal Damage,0.990024027,2
F00060346,984,Rabi,Alluvial,1,25,18,19,Summer,Partial Damage,0.990022995,1
F00011482,410,Kharif,Black-Cotton,2,50,27,0,Monsoon,Minimal Damage,0.990011509,2
F00154460,3895,Rabi,Black-Cotton,1,10,23,41,Monsoon,Minimal Damage,0.990010057,2
F00144743,2840,Rabi,Black-Cotton,1,60,30,15,Monsoon,Partial Damage,0.989988387,2
F00138111,2541,Kharif,Alluvial,2,10,51,0,Summer,Minimal Damage,0.989967094,1
F00149915,3165,Kharif,Black-Cotton,2,20,25,0,Monsoon,Minimal Damage,0.98995143,2
F00079726,1212,Rabi,Black-Cotton,1,25,36,9,Monsoon,Minimal Damage,0.989947665,2
F00067109,1056,Rabi,Black-Cotton,1,20,22,20,Monsoon,Minimal Damage,0.989943984,2
F00042857,789,Kharif,Alluvial,1,20,27,5,Monsoon,Minimal Damage,0.989942505,2
F00111961,1786,Rabi,Alluvial,1,30,27,18,Monsoon,Minimal Damage,0.989923039,2
F00011028,410,Kharif,Alluvial,1,10,18,12,Monsoon,Minimal Damage,0.989920514,2
F00151400,3337,Rabi,Alluvial,2,20,57,0,Summer,Minimal Damage,0.989887901,1
