Id,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Item in number
16739,Japan,Potatoes,2004,1668,64688.88,16.33,330734,4
16740,Japan,Potatoes,2004,1668,64688.88,14.05,330734,4
16741,Japan,"Rice, paddy",2004,1668,64688.88,16.56,64150,5
16742,Japan,"Rice, paddy",2004,1668,64688.88,14.05,64150,5
16743,Japan,"Rice, paddy",2004,1668,64688.88,16.54,64150,5
16744,Japan,"Rice, paddy",2004,1668,64688.88,16.19,64150,5
16745,Japan,"Rice, paddy",2004,1668,64688.88,16.33,64150,5
16746,Japan,"Rice, paddy",2004,1668,64688.88,14.05,64150,5
16747,Japan,Soybeans,2004,1668,64688.88,16.56,11930,7
16748,Japan,Soybeans,2004,1668,64688.88,14.05,11930,7
16749,Japan,Soybeans,2004,1668,64688.88,16.54,11930,7
16750,Japan,Soybeans,2004,1668,64688.88,16.19,11930,7
16751,Japan,Soybeans,2004,1668,64688.88,16.33,11930,7
16752,Japan,Soybeans,2004,1668,64688.88,14.05,11930,7
16753,Japan,Sweet potatoes,2004,1668,64688.88,16.56,250372,8
16754,Japan,Sweet potatoes,2004,1668,64688.88,14.05,250372,8
16755,Japan,Sweet potatoes,2004,1668,64688.88,16.54,250372,8
16756,Japan,Sweet potatoes,2004,1668,64688.88,16.19,250372,8
16757,Japan,Sweet potatoes,2004,1668,64688.88,16.33,250372,8
16758,Japan,Sweet potatoes,2004,1668,64688.88,14.05,250372,8
16759,Japan,Wheat,2004,1668,64688.88,16.56,40466,9
16760,Japan,Wheat,2004,1668,64688.88,14.05,40466,9
16761,Japan,Wheat,2004,1668,64688.88,16.54,40466,9
16762,Japan,Wheat,2004,1668,64688.88,16.19,40466,9
16763,Japan,Wheat,2004,1668,64688.88,16.33,40466,9
16764,Japan,Wheat,2004,1668,64688.88,14.05,40466,9
16765,Japan,Yams,2004,1668,64688.88,16.56,229051,10
16766,Japan,Yams,2004,1668,64688.88,14.05,229051,10
16767,Japan,Yams,2004,1668,64688.88,16.54,229051,10
16768,Japan,Yams,2004,1668,64688.88,16.19,229051,10
16769,Japan,Yams,2004,1668,64688.88,16.33,229051,10
16770,Japan,Yams,2004,1668,64688.88,14.05,229051,10
16771,Japan,Maize,2005,1668,63829.77,15.75,25260,2
16772,Japan,Maize,2005,1668,63829.77,12.99,25260,2
16773,Japan,Maize,2005,1668,63829.77,15.75,25260,2
16774,Japan,Maize,2005,1668,63829.77,15.36,25260,2
16775,Japan,Maize,2005,1668,63829.77,15.36,25260,2
16776,Japan,Maize,2005,1668,63829.77,12.99,25260,2
16777,Japan,Potatoes,2005,1668,63829.77,15.75,316341,4
16778,Japan,Potatoes,2005,1668,63829.77,12.99,316341,4
16779,Japan,Potatoes,2005,1668,63829.77,15.75,316341,4
16780,Japan,Potatoes,2005,1668,63829.77,15.36,316341,4
16781,Japan,Potatoes,2005,1668,63829.77,15.36,316341,4
16782,Japan,Potatoes,2005,1668,63829.77,12.99,316341,4
16783,Japan,"Rice, paddy",2005,1668,63829.77,15.75,66483,5
16784,Japan,"Rice, paddy",2005,1668,63829.77,12.99,66483,5
16785,Japan,"Rice, paddy",2005,1668,63829.77,15.75,66483,5
16786,Japan,"Rice, paddy",2005,1668,63829.77,15.36,66483,5
16787,Japan,"Rice, paddy",2005,1668,63829.77,15.36,66483,5
16788,Japan,"Rice, paddy",2005,1668,63829.77,12.99,66483,5
16789,Japan,Soybeans,2005,1668,63829.77,15.75,16791,7
16790,Japan,Soybeans,2005,1668,63829.77,12.99,16791,7
16791,Japan,Soybeans,2005,1668,63829.77,15.75,16791,7
16792,Japan,Soybeans,2005,1668,63829.77,15.36,16791,7
16793,Japan,Soybeans,2005,1668,63829.77,15.36,16791,7
16794,Japan,Soybeans,2005,1668,63829.77,12.99,16791,7
16795,Japan,Sweet potatoes,2005,1668,63829.77,15.75,258088,8
16796,Japan,Sweet potatoes,2005,1668,63829.77,12.99,258088,8
16797,Japan,Sweet potatoes,2005,1668,63829.77,15.75,258088,8
16798,Japan,Sweet potatoes,2005,1668,63829.77,15.36,258088,8
16799,Japan,Sweet potatoes,2005,1668,63829.77,15.36,258088,8
16800,Japan,Sweet potatoes,2005,1668,63829.77,12.99,258088,8
16801,Japan,Wheat,2005,1668,63829.77,15.75,40970,9
16802,Japan,Wheat,2005,1668,63829.77,12.99,40970,9
16803,Japan,Wheat,2005,1668,63829.77,15.75,40970,9
16804,Japan,Wheat,2005,1668,63829.77,15.36,40970,9
16805,Japan,Wheat,2005,1668,63829.77,15.36,40970,9
16806,Japan,Wheat,2005,1668,63829.77,12.99,40970,9
16807,Japan,Yams,2005,1668,63829.77,15.75,233257,10
16808,Japan,Yams,2005,1668,63829.77,12.99,233257,10
16809,Japan,Yams,2005,1668,63829.77,15.75,233257,10
16810,Japan,Yams,2005,1668,63829.77,15.36,233257,10
16811,Japan,Yams,2005,1668,63829.77,15.36,233257,10
16812,Japan,Yams,2005,1668,63829.77,12.99,233257,10
16813,Japan,Maize,2006,1668,65248.26,15.87,25324,2
16814,Japan,Maize,2006,1668,65248.26,13.28,25324,2
16815,Japan,Maize,2006,1668,65248.26,15.92,25324,2
16816,Japan,Maize,2006,1668,65248.26,15.43,25324,2
16817,Japan,Maize,2006,1668,65248.26,15.45,25324,2
16818,Japan,Maize,2006,1668,65248.26,13.28,25324,2
16819,Japan,Potatoes,2006,1668,65248.26,15.87,304273,4
16820,Japan,Potatoes,2006,1668,65248.26,13.28,304273,4
16821,Japan,Potatoes,2006,1668,65248.26,15.92,304273,4
16822,Japan,Potatoes,2006,1668,65248.26,15.43,304273,4
16823,Japan,Potatoes,2006,1668,65248.26,15.45,304273,4
16824,Japan,Potatoes,2006,1668,65248.26,13.28,304273,4
16825,Japan,"Rice, paddy",2006,1668,65248.26,15.87,63359,5
16826,Japan,"Rice, paddy",2006,1668,65248.26,13.28,63359,5
16827,Japan,"Rice, paddy",2006,1668,65248.26,15.92,63359,5
16828,Japan,"Rice, paddy",2006,1668,65248.26,15.43,63359,5
16829,Japan,"Rice, paddy",2006,1668,65248.26,15.45,63359,5
16830,Japan,"Rice, paddy",2006,1668,65248.26,13.28,63359,5
16831,Japan,Soybeans,2006,1668,65248.26,15.87,16129,7
16832,Japan,Soybeans,2006,1668,65248.26,13.28,16129,7
16833,Japan,Soybeans,2006,1668,65248.26,15.92,16129,7
16834,Japan,Soybeans,2006,1668,65248.26,15.43,16129,7
16835,Japan,Soybeans,2006,1668,65248.26,15.45,16129,7
16836,Japan,Soybeans,2006,1668,65248.26,13.28,16129,7
16837,Japan,Sweet potatoes,2006,1668,65248.26,15.87,242377,8
16838,Japan,Sweet potatoes,2006,1668,65248.26,13.28,242377,8
16839,Japan,Sweet potatoes,2006,1668,65248.26,15.92,242377,8
16840,Japan,Sweet potatoes,2006,1668,65248.26,15.43,242377,8
16841,Japan,Sweet potatoes,2006,1668,65248.26,15.45,242377,8
16842,Japan,Sweet potatoes,2006,1668,65248.26,13.28,242377,8
16843,Japan,Wheat,2006,1668,65248.26,15.87,38351,9
16844,Japan,Wheat,2006,1668,65248.26,13.28,38351,9
16845,Japan,Wheat,2006,1668,65248.26,15.92,38351,9
16846,Japan,Wheat,2006,1668,65248.26,15.43,38351,9
16847,Japan,Wheat,2006,1668,65248.26,15.45,38351,9
16848,Japan,Wheat,2006,1668,65248.26,13.28,38351,9
16849,Japan,Yams,2006,1668,65248.26,15.87,225059,10
16850,Japan,Yams,2006,1668,65248.26,13.28,225059,10
16851,Japan,Yams,2006,1668,65248.26,15.92,225059,10
16852,Japan,Yams,2006,1668,65248.26,15.43,225059,10
16853,Japan,Yams,2006,1668,65248.26,15.45,225059,10
16854,Japan,Yams,2006,1668,65248.26,13.28,225059,10
16855,Japan,Maize,2007,1668,61164.07,16.53,25395,2
16856,Japan,Maize,2007,1668,61164.07,13.68,25395,2
16857,Japan,Maize,2007,1668,61164.07,16.55,25395,2
16858,Japan,Maize,2007,1668,61164.07,16.03,25395,2
16859,Japan,Maize,2007,1668,61164.07,15.94,25395,2
16860,Japan,Maize,2007,1668,61164.07,13.68,25395,2
16861,Japan,Potatoes,2007,1668,61164.07,16.53,340000,4
16862,Japan,Potatoes,2007,1668,61164.07,13.68,340000,4
16863,Japan,Potatoes,2007,1668,61164.07,16.55,340000,4
16864,Japan,Potatoes,2007,1668,61164.07,16.03,340000,4
16865,Japan,Potatoes,2007,1668,61164.07,15.94,340000,4
16866,Japan,Potatoes,2007,1668,61164.07,13.68,340000,4
16867,Japan,"Rice, paddy",2007,1668,61164.07,16.53,65111,5
16868,Japan,"Rice, paddy",2007,1668,61164.07,13.68,65111,5
16869,Japan,"Rice, paddy",2007,1668,61164.07,16.55,65111,5
16870,Japan,"Rice, paddy",2007,1668,61164.07,16.03,65111,5
16871,Japan,"Rice, paddy",2007,1668,61164.07,15.94,65111,5
16872,Japan,"Rice, paddy",2007,1668,61164.07,13.68,65111,5
16873,Japan,Soybeans,2007,1668,61164.07,16.53,16392,7
16874,Japan,Soybeans,2007,1668,61164.07,13.68,16392,7
16875,Japan,Soybeans,2007,1668,61164.07,16.55,16392,7
16876,Japan,Soybeans,2007,1668,61164.07,16.03,16392,7
16877,Japan,Soybeans,2007,1668,61164.07,15.94,16392,7
16878,Japan,Soybeans,2007,1668,61164.07,13.68,16392,7
16879,Japan,Sweet potatoes,2007,1668,61164.07,16.53,237936,8
16880,Japan,Sweet potatoes,2007,1668,61164.07,13.68,237936,8
16881,Japan,Sweet potatoes,2007,1668,61164.07,16.55,237936,8
16882,Japan,Sweet potatoes,2007,1668,61164.07,16.03,237936,8
16883,Japan,Sweet potatoes,2007,1668,61164.07,15.94,237936,8
16884,Japan,Sweet potatoes,2007,1668,61164.07,13.68,237936,8
16885,Japan,Wheat,2007,1668,61164.07,16.53,43400,9
16886,Japan,Wheat,2007,1668,61164.07,13.68,43400,9
16887,Japan,Wheat,2007,1668,61164.07,16.55,43400,9
16888,Japan,Wheat,2007,1668,61164.07,16.03,43400,9
16889,Japan,Wheat,2007,1668,61164.07,15.94,43400,9
16890,Japan,Wheat,2007,1668,61164.07,13.68,43400,9
16891,Japan,Yams,2007,1668,61164.07,16.53,230788,10
16892,Japan,Yams,2007,1668,61164.07,13.68,230788,10
16893,Japan,Yams,2007,1668,61164.07,16.55,230788,10
16894,Japan,Yams,2007,1668,61164.07,16.03,230788,10
16895,Japan,Yams,2007,1668,61164.07,15.94,230788,10
16896,Japan,Yams,2007,1668,61164.07,13.68,230788,10
16897,Japan,Maize,2008,1668,58750,15.96,25456,2
16898,Japan,Maize,2008,1668,58750,13.31,25456,2
16899,Japan,Maize,2008,1668,58750,15.98,25456,2
16900,Japan,Maize,2008,1668,58750,15.55,25456,2
16901,Japan,Maize,2008,1668,58750,15.57,25456,2
16902,Japan,Maize,2008,1668,58750,13.31,25456,2
16903,Japan,Potatoes,2008,1668,58750,15.96,323086,4
16904,Japan,Potatoes,2008,1668,58750,13.31,323086,4
16905,Japan,Potatoes,2008,1668,58750,15.98,323086,4
16906,Japan,Potatoes,2008,1668,58750,15.55,323086,4
16907,Japan,Potatoes,2008,1668,58750,15.57,323086,4
16908,Japan,Potatoes,2008,1668,58750,13.31,323086,4
16909,Japan,"Rice, paddy",2008,1668,58750,15.96,67786,5
16910,Japan,"Rice, paddy",2008,1668,58750,13.31,67786,5
16911,Japan,"Rice, paddy",2008,1668,58750,15.98,67786,5
16912,Japan,"Rice, paddy",2008,1668,58750,15.55,67786,5
16913,Japan,"Rice, paddy",2008,1668,58750,15.57,67786,5
16914,Japan,"Rice, paddy",2008,1668,58750,13.31,67786,5
16915,Japan,Soybeans,2008,1668,58750,15.96,17791,7
16916,Japan,Soybeans,2008,1668,58750,13.31,17791,7
16917,Japan,Soybeans,2008,1668,58750,15.98,17791,7
16918,Japan,Soybeans,2008,1668,58750,15.55,17791,7
16919,Japan,Soybeans,2008,1668,58750,15.57,17791,7
16920,Japan,Soybeans,2008,1668,58750,13.31,17791,7
16921,Japan,Sweet potatoes,2008,1668,58750,15.96,248403,8
16922,Japan,Sweet potatoes,2008,1668,58750,13.31,248403,8
16923,Japan,Sweet potatoes,2008,1668,58750,15.98,248403,8
16924,Japan,Sweet potatoes,2008,1668,58750,15.55,248403,8
16925,Japan,Sweet potatoes,2008,1668,58750,15.57,248403,8
16926,Japan,Sweet potatoes,2008,1668,58750,13.31,248403,8
16927,Japan,Wheat,2008,1668,58750,15.96,42203,9
16928,Japan,Wheat,2008,1668,58750,13.31,42203,9
16929,Japan,Wheat,2008,1668,58750,15.98,42203,9
16930,Japan,Wheat,2008,1668,58750,15.55,42203,9
16931,Japan,Wheat,2008,1668,58750,15.57,42203,9
16932,Japan,Wheat,2008,1668,58750,13.31,42203,9
16933,Japan,Yams,2008,1668,58750,15.96,225093,10
16934,Japan,Yams,2008,1668,58750,13.31,225093,10
16935,Japan,Yams,2008,1668,58750,15.98,225093,10
16936,Japan,Yams,2008,1668,58750,15.55,225093,10
16937,Japan,Yams,2008,1668,58750,15.57,225093,10
16938,Japan,Yams,2008,1668,58750,13.31,225093,10
16939,Japan,Maize,2009,1668,60970.8,15.93,25385,2
16940,Japan,Maize,2009,1668,60970.8,13.55,25385,2
16941,Japan,Maize,2009,1668,60970.8,16.02,25385,2
16942,Japan,Maize,2009,1668,60970.8,15.61,25385,2
16943,Japan,Maize,2009,1668,60970.8,15.67,25385,2
16944,Japan,Maize,2009,1668,60970.8,13.55,25385,2
16945,Japan,Potatoes,2009,1668,60970.8,15.93,295909,4
16946,Japan,Potatoes,2009,1668,60970.8,13.55,295909,4
16947,Japan,Potatoes,2009,1668,60970.8,16.02,295909,4
16948,Japan,Potatoes,2009,1668,60970.8,15.61,295909,4
16949,Japan,Potatoes,2009,1668,60970.8,15.67,295909,4
16950,Japan,Potatoes,2009,1668,60970.8,13.55,295909,4
16951,Japan,"Rice, paddy",2009,1668,60970.8,15.93,65222,5
16952,Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222,5
16953,Japan,"Rice, paddy",2009,1668,60970.8,16.02,65222,5
16954,Japan,"Rice, paddy",2009,1668,60970.8,15.61,65222,5
16955,Japan,"Rice, paddy",2009,1668,60970.8,15.67,65222,5
16956,Japan,"Rice, paddy",2009,1668,60970.8,13.55,65222,5
16957,Japan,Soybeans,2009,1668,60970.8,15.93,15812,7
16958,Japan,Soybeans,2009,1668,60970.8,13.55,15812,7
16959,Japan,Soybeans,2009,1668,60970.8,16.02,15812,7
16960,Japan,Soybeans,2009,1668,60970.8,15.61,15812,7
16961,Japan,Soybeans,2009,1668,60970.8,15.67,15812,7
16962,Japan,Soybeans,2009,1668,60970.8,13.55,15812,7
16963,Japan,Sweet potatoes,2009,1668,60970.8,15.93,253333,8
16964,Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333,8
16965,Japan,Sweet potatoes,2009,1668,60970.8,16.02,253333,8
16966,Japan,Sweet potatoes,2009,1668,60970.8,15.61,253333,8
16967,Japan,Sweet potatoes,2009,1668,60970.8,15.67,253333,8
16968,Japan,Sweet potatoes,2009,1668,60970.8,13.55,253333,8
16969,Japan,Wheat,2009,1668,60970.8,15.93,32367,9
16970,Japan,Wheat,2009,1668,60970.8,13.55,32367,9
16971,Japan,Wheat,2009,1668,60970.8,16.02,32367,9
16972,Japan,Wheat,2009,1668,60970.8,15.61,32367,9
16973,Japan,Wheat,2009,1668,60970.8,15.67,32367,9
16974,Japan,Wheat,2009,1668,60970.8,13.55,32367,9
16975,Japan,Yams,2009,1668,60970.8,15.93,211519,10
16976,Japan,Yams,2009,1668,60970.8,13.55,211519,10
16977,Japan,Yams,2009,1668,60970.8,16.02,211519,10
16978,Japan,Yams,2009,1668,60970.8,15.61,211519,10
16979,Japan,Yams,2009,1668,60970.8,15.67,211519,10
16980,Japan,Yams,2009,1668,60970.8,13.55,211519,10
16981,Japan,Maize,2010,1668,55576,16.12,25642,2
16982,Japan,Maize,2010,1668,55576,13.82,25642,2
16983,Japan,Maize,2010,1668,55576,16.01,25642,2
16984,Japan,Maize,2010,1668,55576,15.8,25642,2
16985,Japan,Maize,2010,1668,55576,15.87,25642,2
16986,Japan,Maize,2010,1668,55576,13.82,25642,2
16987,Japan,Potatoes,2010,1668,55576,16.12,277576,4
16988,Japan,Potatoes,2010,1668,55576,13.82,277576,4
16989,Japan,Potatoes,2010,1668,55576,16.01,277576,4
16990,Japan,Potatoes,2010,1668,55576,15.8,277576,4
16991,Japan,Potatoes,2010,1668,55576,15.87,277576,4
16992,Japan,Potatoes,2010,1668,55576,13.82,277576,4
16993,Japan,"Rice, paddy",2010,1668,55576,16.12,65135,5
16994,Japan,"Rice, paddy",2010,1668,55576,13.82,65135,5
16995,Japan,"Rice, paddy",2010,1668,55576,16.01,65135,5
16996,Japan,"Rice, paddy",2010,1668,55576,15.8,65135,5
16997,Japan,"Rice, paddy",2010,1668,55576,15.87,65135,5
16998,Japan,"Rice, paddy",2010,1668,55576,13.82,65135,5
16999,Japan,Soybeans,2010,1668,55576,16.12,16158,7
17000,Japan,Soybeans,2010,1668,55576,13.82,16158,7
17001,Japan,Soybeans,2010,1668,55576,16.01,16158,7
17002,Japan,Soybeans,2010,1668,55576,15.8,16158,7
17003,Japan,Soybeans,2010,1668,55576,15.87,16158,7
17004,Japan,Soybeans,2010,1668,55576,13.82,16158,7
17005,Japan,Sweet potatoes,2010,1668,55576,16.12,217531,8
17006,Japan,Sweet potatoes,2010,1668,55576,13.82,217531,8
17007,Japan,Sweet potatoes,2010,1668,55576,16.01,217531,8
17008,Japan,Sweet potatoes,2010,1668,55576,15.8,217531,8
17009,Japan,Sweet potatoes,2010,1668,55576,15.87,217531,8
17010,Japan,Sweet potatoes,2010,1668,55576,13.82,217531,8
17011,Japan,Wheat,2010,1668,55576,16.12,27612,9
17012,Japan,Wheat,2010,1668,55576,13.82,27612,9
17013,Japan,Wheat,2010,1668,55576,16.01,27612,9
17014,Japan,Wheat,2010,1668,55576,15.8,27612,9
17015,Japan,Wheat,2010,1668,55576,15.87,27612,9
17016,Japan,Wheat,2010,1668,55576,13.82,27612,9
17017,Japan,Yams,2010,1668,55576,16.12,226963,10
17018,Japan,Yams,2010,1668,55576,13.82,226963,10
17019,Japan,Yams,2010,1668,55576,16.01,226963,10
17020,Japan,Yams,2010,1668,55576,15.8,226963,10
17021,Japan,Yams,2010,1668,55576,15.87,226963,10
17022,Japan,Yams,2010,1668,55576,13.82,226963,10
17023,Japan,Maize,2011,1668,51796.3,15.71,25797,2
17024,Japan,Maize,2011,1668,51796.3,13.32,25797,2
17025,Japan,Maize,2011,1668,51796.3,15.62,25797,2
17026,Japan,Maize,2011,1668,51796.3,15.38,25797,2
17027,Japan,Maize,2011,1668,51796.3,15.43,25797,2
17028,Japan,Maize,2011,1668,51796.3,13.32,25797,2
17029,Japan,Potatoes,2011,1668,51796.3,15.71,294691,4
17030,Japan,Potatoes,2011,1668,51796.3,13.32,294691,4
17031,Japan,Potatoes,2011,1668,51796.3,15.62,294691,4
17032,Japan,Potatoes,2011,1668,51796.3,15.38,294691,4
17033,Japan,Potatoes,2011,1668,51796.3,15.43,294691,4
17034,Japan,Potatoes,2011,1668,51796.3,13.32,294691,4
17035,Japan,"Rice, paddy",2011,1668,51796.3,15.71,66624,5
17036,Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624,5
17037,Japan,"Rice, paddy",2011,1668,51796.3,15.62,66624,5
17038,Japan,"Rice, paddy",2011,1668,51796.3,15.38,66624,5
17039,Japan,"Rice, paddy",2011,1668,51796.3,15.43,66624,5
17040,Japan,"Rice, paddy",2011,1668,51796.3,13.32,66624,5
17041,Japan,Soybeans,2011,1668,51796.3,15.71,16006,7
17042,Japan,Soybeans,2011,1668,51796.3,13.32,16006,7
17043,Japan,Soybeans,2011,1668,51796.3,15.62,16006,7
17044,Japan,Soybeans,2011,1668,51796.3,15.38,16006,7
17045,Japan,Soybeans,2011,1668,51796.3,15.43,16006,7
17046,Japan,Soybeans,2011,1668,51796.3,13.32,16006,7
17047,Japan,Sweet potatoes,2011,1668,51796.3,15.71,227738,8
17048,Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738,8
17049,Japan,Sweet potatoes,2011,1668,51796.3,15.62,227738,8
17050,Japan,Sweet potatoes,2011,1668,51796.3,15.38,227738,8
17051,Japan,Sweet potatoes,2011,1668,51796.3,15.43,227738,8
17052,Japan,Sweet potatoes,2011,1668,51796.3,13.32,227738,8
17053,Japan,Wheat,2011,1668,51796.3,15.71,35286,9
17054,Japan,Wheat,2011,1668,51796.3,13.32,35286,9
17055,Japan,Wheat,2011,1668,51796.3,15.62,35286,9
17056,Japan,Wheat,2011,1668,51796.3,15.38,35286,9
17057,Japan,Wheat,2011,1668,51796.3,15.43,35286,9
17058,Japan,Wheat,2011,1668,51796.3,13.32,35286,9
17059,Japan,Yams,2011,1668,51796.3,15.71,220905,10
17060,Japan,Yams,2011,1668,51796.3,13.32,220905,10
17061,Japan,Yams,2011,1668,51796.3,15.62,220905,10
17062,Japan,Yams,2011,1668,51796.3,15.38,220905,10
17063,Japan,Yams,2011,1668,51796.3,15.43,220905,10
17064,Japan,Yams,2011,1668,51796.3,13.32,220905,10
17065,Japan,Maize,2012,1668,54716.4,15.53,26154,2
17066,Japan,Maize,2012,1668,54716.4,13.11,26154,2
17067,Japan,Maize,2012,1668,54716.4,15.54,26154,2
17068,Japan,Maize,2012,1668,54716.4,15.14,26154,2
17069,Japan,Maize,2012,1668,54716.4,15.21,26154,2
17070,Japan,Maize,2012,1668,54716.4,13.11,26154,2
17071,Japan,Potatoes,2012,1668,54716.4,15.53,307882,4
17072,Japan,Potatoes,2012,1668,54716.4,13.11,307882,4
17073,Japan,Potatoes,2012,1668,54716.4,15.54,307882,4
17074,Japan,Potatoes,2012,1668,54716.4,15.14,307882,4
17075,Japan,Potatoes,2012,1668,54716.4,15.21,307882,4
17076,Japan,Potatoes,2012,1668,54716.4,13.11,307882,4
17077,Japan,"Rice, paddy",2012,1668,54716.4,15.53,67388,5
17078,Japan,"Rice, paddy",2012,1668,54716.4,13.11,67388,5
17079,Japan,"Rice, paddy",2012,1668,54716.4,15.54,67388,5
17080,Japan,"Rice, paddy",2012,1668,54716.4,15.14,67388,5
17081,Japan,"Rice, paddy",2012,1668,54716.4,15.21,67388,5
17082,Japan,"Rice, paddy",2012,1668,54716.4,13.11,67388,5
17083,Japan,Soybeans,2012,1668,54716.4,15.53,17994,7
17084,Japan,Soybeans,2012,1668,54716.4,13.11,17994,7
17085,Japan,Soybeans,2012,1668,54716.4,15.54,17994,7
17086,Japan,Soybeans,2012,1668,54716.4,15.14,17994,7
17087,Japan,Soybeans,2012,1668,54716.4,15.21,17994,7
17088,Japan,Soybeans,2012,1668,54716.4,13.11,17994,7
17089,Japan,Sweet potatoes,2012,1668,54716.4,15.53,225747,8
17090,Japan,Sweet potatoes,2012,1668,54716.4,13.11,225747,8
17091,Japan,Sweet potatoes,2012,1668,54716.4,15.54,225747,8
17092,Japan,Sweet potatoes,2012,1668,54716.4,15.14,225747,8
17093,Japan,Sweet potatoes,2012,1668,54716.4,15.21,225747,8
17094,Japan,Sweet potatoes,2012,1668,54716.4,13.11,225747,8
17095,Japan,Wheat,2012,1668,54716.4,15.53,41004,9
17096,Japan,Wheat,2012,1668,54716.4,13.11,41004,9
17097,Japan,Wheat,2012,1668,54716.4,15.54,41004,9
17098,Japan,Wheat,2012,1668,54716.4,15.14,41004,9
17099,Japan,Wheat,2012,1668,54716.4,15.21,41004,9
17100,Japan,Wheat,2012,1668,54716.4,13.11,41004,9
17101,Japan,Yams,2012,1668,54716.4,15.53,222059,10
17102,Japan,Yams,2012,1668,54716.4,13.11,222059,10
17103,Japan,Yams,2012,1668,54716.4,15.54,222059,10
17104,Japan,Yams,2012,1668,54716.4,15.14,222059,10
17105,Japan,Yams,2012,1668,54716.4,15.21,222059,10
17106,Japan,Yams,2012,1668,54716.4,13.11,222059,10
17107,Japan,Maize,2013,1668,52794.3,16.54,27273,2
17108,Japan,Maize,2013,1668,52794.3,13.91,27273,2
17109,Japan,Maize,2013,1668,52794.3,16.3,27273,2
17110,Japan,Maize,2013,1668,52794.3,16,27273,2
17111,Japan,Maize,2013,1668,52794.3,16.02,27273,2
17112,Japan,Maize,2013,1668,52794.3,13.91,27273,2
17113,Japan,Potatoes,2013,1668,52794.3,16.54,302133,4
17114,Japan,Potatoes,2013,1668,52794.3,13.91,302133,4
17115,Japan,Potatoes,2013,1668,52794.3,16.3,302133,4
17116,Japan,Potatoes,2013,1668,52794.3,16,302133,4
17117,Japan,Potatoes,2013,1668,52794.3,16.02,302133,4
17118,Japan,Potatoes,2013,1668,52794.3,13.91,302133,4
17119,Japan,"Rice, paddy",2013,1668,52794.3,16.54,67280,5
17120,Japan,"Rice, paddy",2013,1668,52794.3,13.91,67280,5
17121,Japan,"Rice, paddy",2013,1668,52794.3,16.3,67280,5
17122,Japan,"Rice, paddy",2013,1668,52794.3,16,67280,5
17123,Japan,"Rice, paddy",2013,1668,52794.3,16.02,67280,5
17124,Japan,"Rice, paddy",2013,1668,52794.3,13.91,67280,5
17125,Japan,Soybeans,2013,1668,52794.3,16.54,15520,7
17126,Japan,Soybeans,2013,1668,52794.3,13.91,15520,7
17127,Japan,Soybeans,2013,1668,52794.3,16.3,15520,7
17128,Japan,Soybeans,2013,1668,52794.3,16,15520,7
17129,Japan,Soybeans,2013,1668,52794.3,16.02,15520,7
17130,Japan,Soybeans,2013,1668,52794.3,13.91,15520,7
17131,Japan,Sweet potatoes,2013,1668,52794.3,16.54,244119,8
17132,Japan,Sweet potatoes,2013,1668,52794.3,13.91,244119,8
17133,Japan,Sweet potatoes,2013,1668,52794.3,16.3,244119,8
17134,Japan,Sweet potatoes,2013,1668,52794.3,16,244119,8
17135,Japan,Sweet potatoes,2013,1668,52794.3,16.02,244119,8
17136,Japan,Sweet potatoes,2013,1668,52794.3,13.91,244119,8
17137,Japan,Wheat,2013,1668,52794.3,16.54,38616,9
17138,Japan,Wheat,2013,1668,52794.3,13.91,38616,9
17139,Japan,Wheat,2013,1668,52794.3,16.3,38616,9
17140,Japan,Wheat,2013,1668,52794.3,16,38616,9
17141,Japan,Wheat,2013,1668,52794.3,16.02,38616,9
17142,Japan,Wheat,2013,1668,52794.3,13.91,38616,9
17143,Japan,Yams,2013,1668,52794.3,16.54,217415,10
17144,Japan,Yams,2013,1668,52794.3,13.91,217415,10
17145,Japan,Yams,2013,1668,52794.3,16.3,217415,10
17146,Japan,Yams,2013,1668,52794.3,16,217415,10
17147,Japan,Yams,2013,1668,52794.3,16.02,217415,10
17148,Japan,Yams,2013,1668,52794.3,13.91,217415,10
17149,Kazakhstan,Maize,1992,250,17182,6.2,31214,2
17150,Kazakhstan,Maize,1992,250,17182,2.78,31214,2
17151,Kazakhstan,Potatoes,1992,250,17182,6.2,105923,4
17152,Kazakhstan,Potatoes,1992,250,17182,2.78,105923,4
17153,Kazakhstan,"Rice, paddy",1992,250,17182,6.2,39915,5
17154,Kazakhstan,"Rice, paddy",1992,250,17182,2.78,39915,5
17155,Kazakhstan,Sorghum,1992,250,17182,6.2,11765,6
17156,Kazakhstan,Sorghum,1992,250,17182,2.78,11765,6
17157,Kazakhstan,Soybeans,1992,250,17182,6.2,11919,7
17158,Kazakhstan,Soybeans,1992,250,17182,2.78,11919,7
17159,Kazakhstan,Wheat,1992,250,17182,6.2,13324,9
17160,Kazakhstan,Wheat,1992,250,17182,2.78,13324,9
17161,Kazakhstan,Maize,1993,250,17182,5.51,32677,2
17162,Kazakhstan,Maize,1993,250,17182,1.63,32677,2
17163,Kazakhstan,Potatoes,1993,250,17182,5.51,96200,4
